"doi";"is.referenced.by.count"
"10.1111/1365-2656.12945";"7"
"10.1001/jamanetworkopen.2019.0067";"15"
"10.1098/rspb.2019.0929";"20"
"10.1186/s12862-016-0828-4";"13"
"10.1111/1365-2656.12709";"37"
"10.1111/jeb.2019.32.issue-6";"0"
"10.1093/molbev/msaa173";"14"
"10.1159/000499316";"10"
"10.1024/1661-8157/a003198";"11"
"10.1086/704365";"13"
"10.1098/rstb.2015.0506";"45"
"10.1111/mmi.13575";"66"
"10.1126/science.aaf8451";"132"
"10.1159/000492373";"2"
"10.1183/9781849840798.erh01";"5"
"10.1016/j.ijcard.2018.12.052";"13"
"10.1371/journal.pone.0267574";"0"
"10.1007/s00265-017-2325-1";"58"
"10.1016/j.anbehav.2017.11.003";"11"
"10.1007/s11049-016-9337-9";"13"
"10.1021/es505575v";"84"
"10.1007/s00281-021-00856-x";"13"
"10.1111/tri.13308";"11"
"10.1016/j.avsg.2017.03.183";"1"
"10.1038/srep41901";"26"
"10.1091/mbc.e17-09-0549";"8"
"10.15252/embj.2018100373";"8"
"10.1126/science.aar8174";"104"
"10.7554/elife.29815";"48"
"10.1371/journal.pone.0199147";"7"
"10.1016/j.jhep.2018.07.008";"9"
"10.1111/evo.12258";"495"
"10.1097/mpg.0000000000001564";"19"
"10.3389/fendo.2018.00445";"16"
"10.1038/nri3494";"276"
"10.1111/tid.12984";"33"
"10.1093/jac/dkaa457";"6"
"10.1016/j.jaut.2014.05.008";"35"
"10.1007/978-3-319-15774-0_10";"44"
"10.1093/rheumatology/key282";"15"
"10.1021/acs.est.1c05518";"10"
"10.1111/oik.07037";"17"
"10.3897/mbmg.3.34735";"36"
"10.1038/ncomms12100";"33"
"10.1016/j.str.2019.01.013";"24"
"10.1038/s41598-018-34534-0";"22"
"10.1002/mrm.25697";"30"
"10.1002/mrm.26665";"11"
"10.1101/2020.08.19.257352";"3"
"10.3389/fnins.2020.609422";"0"
"10.1016/j.apmr.2016.06.019";"26"
"10.1016/j.radonc.2019.06.030";"31"
"10.1016/j.radonc.2019.06.019";"293"
"10.1007/s11999-013-3276-0";"0"
"10.1007/s11999-016-5169-5";"196"
"10.1111/1751-7915.12844";"27"
"10.1177/2050640615600115";"6"
"10.1016/j.jaci.2016.05.049";"92"
"10.1038/s41467-018-05709-0";"28"
"10.1161/jaha.117.008025";"7"
"10.1152/ajpgi.00318.2017";"12"
"10.3389/fphys.2018.00171";"10"
"10.1093/femsec/fiw105";"45"
"10.1016/j.ejro.2021.100327";"2"
"10.1017/s0033291719000801";"13"
"10.1111/adb.13083";"5"
"10.1111/mec.2019.28.issue-7";"0"
"10.1007/s00018-016-2173-6";"21"
"10.1111/mmi.2018.107.issue-1";"0"
"10.1016/j.mib.2018.11.003";"11"
"10.1111/1365-2664.13635";"29"
"10.1002/jor.23786";"20"
"10.1007/978-1-4614-0694-5";"4"
"10.1007/s11999-014-3936-8";"95"
"10.1186/s12910-020-0457-8";"42"
"10.3389/fpubh.2021.668386";"5"
"10.1016/j.ajhg.2017.08.016";"27"
"10.1007/s11999-016-5024-8";"13"
"10.1302/1863-2548-11-170046";"35"
"10.1007/s11999-015-4382-y";"59"
"10.1007/s00113-012-2333-6";"7"
"10.5301/hipint.5000089";"12"
"10.1007/s11999-015-4382-y";"59"
"10.1007/s11999-013-2895-9";"122"
"10.1038/s41375-020-0818-9";"33"
"10.1021/acs.analchem.0c02304";"6"
"10.1016/j.bbrc.2020.04.035";"11"
"10.1371/journal.pone.0184910";"89"
"10.1002/mrm.26389";"3"
"10.1113/jp275639";"20"
"10.18632/oncotarget.13689";"31"
"10.1002/jlb.2a0818-314r";"14"
"10.1016/j.clnesp.2019.11.002";"2"
"10.1111/imm.13481";"3"
"10.1159/000527655";"1"
"10.3389/fimmu.2021.799861";"13"
"10.1159/000528780";"1"
"10.1111/tpj.12164";"68"
"10.1016/j.seizure.2020.12.002";"4"
"10.1038/ncomms15327";"47"
"10.1007/s42729-021-00476-2";"10"
"10.1007/s13199-020-00692-x";"8"
"10.12688/f1000research.13117.1";"38"
"10.1089/cbr.2016.2173";"42"
"10.1016/j.pneurobio.2012.11.002";"254"
"10.1007/s10548-013-0318-6";"12"
"10.1177/1352458515594440";"18"
"10.1159/000370110";"22"
"10.3389/fneur.2017.00545";"4"
"10.1177/1352458517707265";"57"
"10.3389/fnagi.2014.00314";"39"
"10.1111/mmi.13490";"23"
"10.1016/j.pbi.2019.09.002";"23"
"10.1007/978-3-030-68670-3";"2"
"10.1039/d1md00072a";"4"
"10.1038/s42003-020-1048-4";"11"
"10.1186/s13059-016-1037-6";"258"
"10.1186/s13059-016-1037-6";"258"
"10.12688/f1000research.17548.2";"8"
"10.1016/j.tplants.2016.02.005";"121"
"10.1093/bioinformatics/btx229";"73"
"10.1152/ajpregu.00462.2015";"25"
"10.1016/j.physbeh.2017.03.023";"25"
"10.1111/ejn.13163";"48"
"10.3390/ijms131216172";"18"
"10.1038/s41467-017-00337-6";"10"
"10.1021/acsnano.8b07858";"174"
"10.1016/j.nano.2018.11.017";"34"
"10.1002/jrsm.1463";"3"
"10.1126/scitranslmed.abb3791";"23"
"10.1111/febs.14694";"42"
"10.1038/s41556-021-00700-2";"66"
"10.1371/journal.pone.0121163";"1"
"10.1186/s12983-017-0214-0";"33"
"10.1177/0748730418773620";"22"
"10.1177/0748730418773620";"22"
"10.1002/ppul.22651";"90"
"10.1002/ppul.23006";"6"
"10.1007/978-1-62703-770-9_1";"3"
"10.2214/ajr.20.22783";"13"
"10.1097/corr.0000000000001611";"4"
"10.1177/1947603520941241";"1"
"10.1371/journal.pgen.1008573";"6"
"10.3390/ijms21134580";"12"
"10.1016/j.vph.2015.02.015";"5"
"10.1093/botlinnean/boaa049";"6"
"10.1007/s00035-017-0187-9";"5"
"10.1016/j.oneear.2020.10.013";"10"
"10.1016/j.envexpbot.2019.103853";"10"
"10.15252/emmm.201810218";"5"
"10.1093/sleep/zsy024";"25"
"10.1016/j.eurpsy.2018.01.004";"59"
"10.1021/acscentsci.7b00548";"92"
"10.1126/scitranslmed.aax2324";"21"
"10.1021/jacs.6b11450";"8"
"10.3390/jcm9124003";"3"
"10.1016/b978-0-12-805388-1.00003-1";"3"
"10.1101/2020.07.08.193581";"1"
"10.1371/journal.pcbi.1006973";"31"
"10.1038/s41562-019-0681-8";"49"
"10.3758/s13415-019-00723-1";"33"
"10.1111/pcn.13434";"4"
"10.1038/s42003-022-03197-z";"2"
"10.1038/s41562-019-0813-1";"63"
"10.3390/antibiotics5010010";"3"
"10.1016/j.media.2020.101741";"15"
"10.1126/science.aat0036";"26"
"10.1126/science.aac7992";"93"
"10.7554/elife.12678";"31"
"10.1002/hbm.22513";"16"
"10.1523/jneurosci.0487-16.2016";"29"
"10.1038/srep11206";"74"
"10.4049/jimmunol.1502084";"9"
"10.1016/j.exppara.2017.01.001";"46"
"10.1017/s0031182018000975";"9"
"10.1039/c8mt00307f";"23"
"10.1016/j.ijpddr.2018.02.003";"20"
"10.1017/s0031182016000524";"11"
"10.1080/17460441.2016.1195945";"33"
"10.1111/all.14840";"58"
"10.1111/all.14842";"22"
"10.1111/all.14549";"59"
"10.1016/j.jaci.2018.07.005";"42"
"10.1111/all.14985";"5"
"10.1016/j.isci.2021.103163";"4"
"10.1016/j.jaci.2021.05.045";"7"
"10.1172/jci124611";"152"
"10.1111/all.13709";"46"
"10.1111/all.13619";"95"
"10.1016/j.biomaterials.2013.04.005";"9"
"10.4049/jimmunol.1400465";"31"
"10.1002/hlca.201800165";"9"
"10.1002/1873-3468.14478";"2"
"10.7554/elife.53618";"13"
"10.1371/journal.pone.0211464";"4"
"10.1093/jac/dkz470";"22"
"10.1186/s13756-020-00742-5";"25"
"10.1001/jama.2022.5218";"86"
"10.1371/journal.pone.0148348";"8"
"10.1016/j.amjmed.2016.09.008";"64"
"10.1161/circulationaha.116.023007";"93"
"10.1024/1661-8157/a002319";"2"
"10.1016/j.atherosclerosis.2021.01.012";"5"
"10.1111/jth.2019.17.issue-2";"0"
"10.1016/j.pmedr.2021.101583";"0"
"10.1093/ehjcvp/pvw049";"11"
"10.1038/srep19191";"10"
"10.1016/j.ijcard.2018.10.050";"15"
"10.1155/2018/9762176";"8"
"10.1016/j.bbi.2015.02.027";"7"
"10.1172/jci80477";"116"
"10.3390/jcm11247513";"0"
"10.1161/jaha.120.020488";"2"
"10.1038/cdd.2014.138";"15"
"10.1016/j.jaci.2013.10.052";"5"
"10.1177/0271678x18793266";"12"
"10.1007/s12265-019-09934-w";"5"
"10.1016/j.dendro.2016.04.001";"8"
"10.1111/eci.13117";"19"
"10.1093/eurheartj/ehv692";"5"
"10.1111/jth.2017.15.issue-11";"6"
"10.1093/cvr/cvy036";"30"
"10.1117/12.2512866";"0"
"10.1016/j.dmpk.2020.04.193";"0"
"10.1177/0748730416685451";"10"
"10.1371/journal.pgen.1007150";"20"
"10.1111/jsr.12427";"22"
"10.3389/fnhum.2016.00456";"32"
"10.1002/ajmg.a.61399";"43"
"10.1093/hmg/ddaa032";"18"
"10.1111/jsr.12279";"19"
"10.1016/s2666-5247(22)00288-9";"2"
"10.1161/jaha.121.023080";"8"
"10.4049/jimmunol.1502187";"11"
"10.4049/jimmunol.1501675";"2"
"10.1016/j.biopsych.2020.12.033";"11"
"10.1093/ijnp/pyab057";"2"
"10.1016/j.chembiol.2017.11.006";"14"
"10.1681/asn.2016040414";"36"
"10.1111/brv.2018.93.issue-1";"1"
"10.1038/srep40738";"11"
"10.1074/jbc.m116.755983";"15"
"10.1038/s41586-020-2704-z";"83"
"10.3390/molecules25163739";"0"
"10.1111/febs.16135";"11"
"10.1038/s41588-018-0129-5";"413"
"10.1038/s41380-018-0115-4";"66"
"10.1038/s41598-017-04263-x";"22"
"10.3389/fimmu.2017.01037";"29"
"10.1016/j.cels.2018.05.016";"41"
"10.1038/ncomms10464";"102"
"10.1111/gcb.14416";"16"
"10.1016/j.jaci.2016.05.048";"25"
"10.1111/cmi.13083";"1"
"10.1242/jcs.222000";"17"
"10.1371/journal.ppat.1005763";"205"
"10.3390/cells6030018";"21"
"10.3389/fimmu.2016.00269";"20"
"10.1101/592717";"4"
"10.1101/590810";"7"
"10.1016/j.jep.2017.12.037";"15"
"10.1101/582049";"4"
"10.1039/c6lc00649c";"32"
"10.1007/s11306-017-1195-x";"1"
"10.18632/oncotarget.v8i6";"4"
"10.1094/mpmi-07-18-0188-r";"6"
"10.3389/fnbeh.2014.00008";"86"
"10.3389/fnmol.2019.00187";"7"
"10.7554/elife.72068";"5"
"10.1002/ijc.30080";"50"
"10.3389/fimmu.2022.970325";"0"
"10.1136/heartjnl-2013-304531";"0"
"10.1586/erc.13.23";"1"
"10.1063/1.5037683";"33"
"10.1021/jacs.7b02357";"16"
"10.1016/j.sbi.2017.06.007";"60"
"10.1063/1.5006954";"74"
"10.15252/embj.201797089";"38"
"10.1021/acs.jpcb.8b07026";"16"
"10.3389/fevo.2021.750483";"3"
"10.1111/evo.14348";"6"
"10.1016/bs.mie.2021.01.006";"4"
"10.1038/nmicrobiol.2017.73";"29"
"10.1126/science.aan5353";"114"
"10.1128/jb.00345-20";"7"
"10.1016/j.chom.2018.11.008";"110"
"10.1038/s42255-019-0166-0";"24"
"10.1128/mbio.00294-17";"28"
"10.1126/science.1249046";"119"
"10.1002/mrm.25778";"15"
"10.3389/fnhum.2013.00454";"68"
"10.1016/j.cortex.2015.04.008";"25"
"10.1089/dna.2019.5221";"2"
"10.1091/mbc.e20-04-0269";"16"
"10.1073/pnas.2214957119";"1"
"10.1038/s41467-019-12991-z";"72"
"10.1016/j.devcel.2021.03.005";"54"
"10.1097/rli.0000000000000492";"7"
"10.1101/lm.045898.117";"10"
"10.1016/j.nlm.2017.07.004";"2"
"10.1182/bloodadvances.2017006411";"3"
"10.1038/s41586-022-04993-7";"17"
"10.1038/s41386-020-0747-3";"19"
"10.1021/acschemneuro.9b00005";"6"
"10.1038/s41467-020-15133-y";"47"
"10.1016/j.pbi.2018.04.018";"161"
"10.1038/s41590-020-00856-3";"29"
"10.1093/beheco/arx191";"0"
"10.1038/s41583-019-0233-2";"156"
"10.3390/pharmacy8010017";"12"
"10.1111/pcmr.2014.27.issue-6";"1"
"10.1126/scitranslmed.aag3187";"87"
"10.1371/journal.pgen.1004877";"71"
"10.1186/s12915-015-0134-4";"7"
"10.18632/oncotarget.2036";"30"
"10.1038/onc.2017.55";"26"
"10.1002/stem.1820";"45"
"10.1038/ncomms7051";"231"
"10.1186/1741-7007-12-15";"2"
"10.1016/j.stem.2019.03.011";"34"
"10.1523/jneurosci.5212-13.2014";"76"
"10.1016/j.ccell.2018.06.001";"83"
"10.1055/s-0037-1606133";"48"
"10.1097/mot.0000000000000564";"6"
"10.1038/s41593-019-0508-y";"87"
"10.7554/elife.39111";"55"
"10.1016/j.funeco.2017.05.001";"24"
"10.1016/j.neuron.2016.01.024";"168"
"10.1073/pnas.1311927110";"30"
"10.1016/j.celrep.2018.02.005";"16"
"10.1038/nsmb.2454";"6"
"10.4161/trla.26977";"7"
"10.1523/jneurosci.3258-14.2014";"184"
"10.1016/j.neuron.2014.02.007";"866"
"10.1038/nmeth.2112";"47"
"10.1016/j.exphem.2015.06.002";"101"
"10.1016/j.bcp.2021.114518";"4"
"10.4414/smw.2014.13914";"9"
"10.1016/j.jaci.2018.11.016";"64"
"10.1111/all.14842";"22"
"10.1111/all.14815";"21"
"10.1111/all.14424";"3"
"10.1016/j.jaci.2017.11.044";"75"
"10.1007/s00223-020-00790-4";"11"
"10.1111/all.15031";"2"
"10.1016/j.jid.2017.05.012";"59"
"10.1111/all.14547";"36"
"10.1016/j.jaci.2018.01.046";"21"
"10.1111/all.14318";"206"
"10.1111/all.14842";"22"
"10.1111/cei.13042";"56"
"10.1111/all.14842";"22"
"10.3389/fimmu.2019.02169";"38"
"10.1111/all.14776";"11"
"10.1038/s41598-018-32083-0";"34"
"10.1038/s41467-020-15560-x";"31"
"10.3945/jn.117.248765";"7"
"10.1111/all.14077";"90"
"10.1016/j.jaci.2018.12.1018";"106"
"10.1111/all.14340";"3"
"10.1111/all.15030";"8"
"10.1016/j.jaci.2019.01.047";"23"
"10.1038/nmeth.4502";"209"
"10.1016/j.chemosphere.2020.126271";"9"
"10.1038/s41598-020-77881-7";"10"
"10.1111/tbed.13615";"4"
"10.1073/pnas.1813843115";"88"
"10.1016/j.pt.2015.06.013";"148"
"10.1093/biolre/ioy206";"1"
"10.1038/s41598-018-25831-9";"19"
"10.1007/s00401-021-02299-y";"15"
"10.1126/sciimmunol.aau8380";"146"
"10.1016/j.jaci.2022.09.010";"0"
"10.1038/s43587-021-00148-x";"5"
"10.1126/scitranslmed.add6137";"0"
"10.1038/s41586-022-04419-4";"30"
"10.1016/j.celrep.2019.06.019";"29"
"10.1063/1.5010341";"23"
"10.1007/s00414-019-02010-7";"37"
"10.1016/j.fsigen.2018.09.009";"92"
"10.1016/j.bbamcr.2016.03.012";"29"
"10.1007/s00424-018-2215-z";"5"
"10.1186/s12864-018-4938-9";"13"
"10.1186/s12864-016-3168-2";"22"
"10.1371/journal.pone.0136103";"19"
"10.1016/s0140-6736(15)61340-x";"1283"
"10.1080/19420862.2017.1332553";"24"
"10.1111/jvim.13824";"231"
"10.1111/all.12733";"64"
"10.4414/smw";"17"
"10.1021/tx300457f";"61"
"10.1071/fp16165";"109"
"10.1186/s13007-016-0109-7";"74"
"10.1016/j.cell.2014.04.029";"81"
"10.1016/j.cell.2015.05.051";"156"
"10.1186/1471-2164-15-1162";"34"
"10.15252/embr.201540081";"38"
"10.21203/rs.3.rs-2009846/v1";"0"
"10.1016/j.vaa.2021.08.047";"1"
"10.1016/j.neuroscience.2019.10.010";"4"
"10.1016/j.cortex.2022.02.004";"0"
"10.1093/schbul/sbaa020";"4"
"10.1038/s41380-020-0654-3";"63"
"10.1038/s41380-021-01209-8";"9"
"10.1093/cercor/bhw076";"5"
"10.1017/s0033291722001842";"0"
"10.1111/imm.2018.153.issue-2";"0"
"10.3389/fimmu.2017.01753";"37"
"10.1016/j.neuroimage.2020.116811";"6"
"10.1002/hbm.25530";"4"
"10.1016/j.immuni.2016.07.021";"576"
"10.1186/s12862-017-0941-z";"65"
"10.1111/nph.13700";"18"
"10.1111/gcb.13251";"142"
"10.1016/j.celrep.2021.108778";"14"
"10.1128/jb.00244-16";"11"
"10.3389/fmicb.2017.02314";"1"
"10.1142/s0219720016500384";"2"
"10.1186/s12862-016-0865-z";"8"
"10.4049/jimmunol.1501659";"24"
"10.1128/aem.00694-15";"34"
"10.1038/nri.2016.80";"359"
"10.3389/fimmu.2016.00573";"63"
"10.1101/2023.01.04.23284192";"0"
"10.1136/sextrans-2021-055352";"8"
"10.1038/srep44320";"7"
"10.1158/2159-8290.cd-15-1366";"5"
"10.1080/2162402x.2016.1216290";"40"
"10.1016/j.immuni.2018.02.012";"105"
"10.1007/s13744-017-0514-2";"5"
"10.1016/bs.abr.2016.09.009";"29"
"10.1111/1365-2435.12969";"39"
"10.1016/j.pbi.2016.06.017";"99"
"10.1111/ibi.12472";"6"
"10.1158/2767-9764.crc-21-0067";"4"
"10.1177/0271678x211002968";"4"
"10.1111/mmi.14873";"0"
"10.1186/s12862-018-1164-7";"27"
"10.1093/molbev/msv144";"37"
"10.1016/j.actbio.2017.02.027";"18"
"10.1007/s10856-018-6066-0";"59"
"10.1016/j.actbio.2018.02.019";"40"
"10.1038/s41598-021-84667-y";"13"
"10.1242/dev.099432";"15"
"10.1093/jac/dkx125";"42"
"10.1038/nchembio.1713";"143"
"10.1016/j.cmet.2021.09.003";"11"
"10.1002/cbic.201300468";"5"
"10.1159/000510258";"36"
"10.3389/fpsyg.2016.00830";"22"
"10.1016/j.concog.2019.04.002";"54"
"10.1038/s41586-022-04421-w";"149"
"10.1016/j.theriogenology.2014.11.030";"11"
"10.1016/j.bbamcr.2015.11.024";"35"
"10.1016/j.cellsig.2017.09.011";"27"
"10.1093/cvr/cvw031";"32"
"10.1002/1873-3468.12504";"27"
"10.1093/eurheartj/ehy903";"54"
"10.1093/eurheartj/ehaa093";"0"
"10.1093/eurheartj/ehz712";"43"
"10.1016/j.atherosclerosis.2020.05.012";"9"
"10.3390/jcm8111764";"16"
"10.1002/ddr.21422";"23"
"10.1161/strokeaha.118.023739";"29"
"10.1016/j.bbamcr.2019.118538";"18"
"10.1016/j.cell.2021.06.022";"17"
"10.3389/fimmu.2018.01682";"238"
"10.1016/j.molmet.2017.08.005";"44"
"10.1007/s00125-017-4368-2";"31"
"10.1038/gim.2017.75";"60"
"10.1016/j.thromres.2019.10.008";"7"
"10.20452/pamw.15225";"0"
"10.1001/jama.2018.21127";"0"
"10.1016/j.thromres.2019.05.019";"13"
"10.1002/elps.201700016";"10"
"10.1038/ncb3371";"185"
"10.1021/acs.biochem.1c00035";"3"
"10.1101/gr.126201.111";"50"
"10.1016/j.tem.2019.06.005";"17"
"10.1073/pnas.1902148116";"14"
"10.1016/j.fbr.2014.02.004";"93"
"10.1101/791533";"1"
"10.1097/pas.0000000000000142";"28"
"10.1016/j.resuscitation.2018.07.021";"25"
"10.1021/am506951c";"33"
"10.1016/j.nut.2016.10.007";"31"
"10.3174/ajnr.a6416";"1"
"10.1016/j.jaci.2020.11.014";"7"
"10.1111/all.13684";"54"
"10.1186/s13601-019-0302-7";"2"
"10.1183/13993003.01562-2020";"12"
"10.1016/j.jaci.2018.10.061";"52"
"10.1038/ng.3165";"111"
"10.1111/tpj.13089";"9"
"10.1111/all.2017.72.issue-8";"2"
"10.1038/nrendo.2017.132";"189"
"10.3389/fendo.2021.765807";"1"
"10.1016/j.tplants.2017.11.007";"51"
"10.1007/s00424-016-1913-7";"24"
"10.1002/cam4.517";"11"
"10.1016/j.jsbmb.2017.03.008";"16"
"10.3389/fphys.2018.01184";"23"
"10.3390/v13050859";"0"
"10.3791/56113";"5"
"10.1016/j.bulcan.2017.01.012";"15"
"10.1016/j.clon.2019.04.001";"252"
"10.1016/j.radonc.2019.04.008";"225"
"10.1016/j.radonc.2017.05.003";"302"
"10.1080/2162402x.2020.1737369";"31"
"10.1164/rccm.201311-2032le";"2"
"10.1104/pp.18.00048";"30"
"10.1124/dmd.117.077248";"19"
"10.1002/lt.24309";"9"
"10.3109/1040841x.2016.1165650";"15"
"10.1016/s1473-3099(16)30008-1";"28"
"10.1016/s0140-6736(16)00383-4";"37"
"10.3390/v13061132";"3"
"10.7589/jwd-d-20-00109";"2"
"10.1007/s11262-019-01706-7";"7"
"10.1111/mec.16211";"3"
"10.3390/genes12091450";"0"
"10.1038/nature18271";"432"
"10.1016/j.chempr.2016.09.007";"112"
"10.1002/path.4595";"14"
"10.1124/mol.117.110924";"9"
"10.3390/ijerph18115782";"1"
"10.1093/aobpla/plz023";"14"
"10.1111/emi.v21.9";"0"
"10.1016/j.agee.2019.04.027";"13"
"10.1146/annurev-genet-112618-043641";"111"
"10.1016/j.envres.2015.09.023";"10"
"10.4414/smw.2014.14052";"0"
"10.1016/j.envres.2015.02.023";"163"
"10.1016/j.envint.2016.12.026";"44"
"10.1289/ehp376";"22"
"10.1038/s41598-021-89942-6";"8"
"10.1111/dote.2016.29.issue-8";"1"
"10.1097/cji.0000000000000255";"15"
"10.1111/ajt.14971";"4"
"10.1016/j.giec.2017.07.007";"7"
"10.1016/j.cgh.2018.05.045";"55"
"10.1038/nbt.3770";"36"
"10.1183/13993003.03112-2021";"0"
"10.1002/mrm.28476";"11"
"10.1183/13993003.02686-2020";"23"
"10.1002/ppul.25865";"1"
"10.1016/j.ecolind.2015.06.013";"17"
"10.1007/s00702-016-1614-6";"3"
"10.1016/j.ajhg.2019.08.008";"30"
"10.3389/fgene.2021.662751";"0"
"10.3389/fnint.2015.00017";"47"
"10.1371/journal.pone.0220669";"5"
"10.1098/rstb.2020.0158";"3"
"10.1101/2020.01.31.929166";"6"
"10.1016/j.sbi.2019.10.001";"25"
"10.1186/s12864-021-07428-1";"12"
"10.1007/s00122-017-3043-9";"37"
"10.1111/tpj.14917";"9"
"10.1111/nph.15815";"63"
"10.1038/s41467-019-10274-1";"77"
"10.2533/chimia.2021.1012";"0"
"10.1016/j.celrep.2019.05.060";"33"
"10.1242/jcs.189191";"37"
"10.1016/j.isci.2020.100891";"6"
"10.1126/sciadv.abf4335";"25"
"10.1038/s41586-018-0287-8";"435"
"10.1016/j.cell.2019.03.005";"418"
"10.1212/wnl.0000000000007538";"21"
"10.1186/s13023-019-1177-3";"4"
"10.1016/j.tibs.2020.11.002";"30"
"10.26508/lsa.202101023";"8"
"10.1016/j.devcel.2017.10.019";"29"
"10.1093/ofid/ofw049";"10"
"10.1186/s12879-015-1234-z";"14"
"10.1091/mbc.e13-04-0219";"23"
"10.1016/j.molcel.2020.09.002";"31"
"10.1021/acschembio.0c00825";"2"
"10.26508/lsa.202101138";"0"
"10.1016/j.ajo.2019.02.010";"40"
"10.1038/s41467-019-08757-2";"35"
"10.1038/s41378-020-0178-7";"12"
"10.1161/circep.117.004665";"18"
"10.1021/acs.nanolett.9b02209";"55"
"10.1016/j.anbehav.2015.09.024";"30"
"10.1055/s-0039-1678610";"4"
"10.1007/s10545-016-9991-4";"155"
"10.3389/fimmu.2021.789788";"12"
"10.1016/j.clinre.2021.101734";"0"
"10.1158/2159-8290.cd-16-1297";"185"
"10.3390/cancers14051135";"1"
"10.1186/s12885-016-2866-0";"10"
"10.1093/molbev/msv261";"50"
"10.1038/s41598-019-52700-w";"36"
"10.1523/jneurosci.1287-21.2021";"10"
"10.1093/gbe/evu012";"43"
"10.1038/tpj.2015.82";"10"
"10.1016/j.jmb.2017.01.014";"14"
"10.1016/j.celrep.2020.108644";"7"
"10.1016/j.cell.2014.06.048";"94"
"10.4088/jcp.14m09358";"49"
"10.1186/s12874-022-01577-x";"11"
"10.1089/hum.2014.001";"165"
"10.1038/msb.2012.9";"138"
"10.1128/msphere.00078-15";"8"
"10.1016/j.jclinepi.2022.05.014";"0"
"10.1093/cid/ciac169";"10"
"10.1016/j.cmet.2018.01.011";"150"
"10.1186/s12983-016-0173-x";"15"
"10.1016/j.neuron.2016.12.022";"52"
"10.7554/elife.24994";"9"
"10.3390/ijms18071457";"13"
"10.1002/jlb.2ma0420-295rrr";"16"
"10.1016/j.cyto.2018.02.011";"8"
"10.1016/j.jclinepi.2020.11.007";"5"
"10.1007/s12195-019-00600-4";"10"
"10.1093/ndt/gfz044";"5"
"10.1007/s00424-019-02297-w";"1"
"10.1093/ndt/gfy244";"1"
"10.7554/elife.53990";"29"
"10.1074/jbc.m114.634287";"35"
"10.1016/j.sbi.2016.05.021";"110"
"10.1016/j.sbi.2020.06.017";"24"
"10.1073/pnas.2115217119";"15"
"10.1016/j.jmbbm.2015.07.009";"19"
"10.1126/sciadv.ade2828";"0"
"10.1080/09602011.2015.1127260";"2"
"10.1016/j.neuropsychologia.2015.06.012";"7"
"10.1016/j.neuroimage.2015.05.091";"5"
"10.1016/j.neuroscience.2016.05.029";"41"
"10.1074/jbc.rev120.010918";"63"
"10.1093/cz/zoy094";"5"
"10.1111/brv.12084";"62"
"10.1016/j.envexpbot.2019.103825";"11"
"10.1371/journal.pbio.1001916";"3"
"10.1038/s41598-018-36249-8";"15"
"10.1016/s1474-4422(16)00015-6";"212"
"10.1002/ana.24622";"36"
"10.1186/s12883-014-0159-2";"29"
"10.1212/wnl.0000000000002462";"248"
"10.1007/s00134-015-3841-y";"1"
"10.1177/1550059413509616";"79"
"10.1038/ni.3495";"45"
"10.1186/s12862-019-1458-4";"18"
"10.1128/msystems.00265-18";"25"
"10.1038/s41467-020-15483-7";"27"
"10.1111/cen.13450";"9"
"10.1163/1568539x-bja10108";"1"
"10.1098/rstb.2019.0499";"37"
"10.1037/com0000188";"12"
"10.1371/journal.pone.0222486";"15"
"10.1126/sciadv.abc8790";"11"
"10.1016/j.neuron.2018.07.046";"59"
"10.1515/cdbme-2017-0090";"1"
"10.3389/fcell.2019.00288";"21"
"10.1021/jacs.7b05050";"2"
"10.1002/anie.201502093";"38"
"10.1021/ar400284t";"188"
"10.1085/jgp.201210927";"18"
"10.1094/phyto-08-16-0297-r";"35"
"10.1097/inf.0000000000001240";"7"
"10.1007/s10654-015-0042-5";"6"
"10.1007/s10654-015-0091-9";"38"
"10.1016/j.celrep.2015.08.022";"36"
"10.1080/20013078.2020.1784511";"2"
"10.1016/j.tins.2019.09.004";"103"
"10.1016/j.ygyno.2017.02.016";"36"
"10.1126/science.abb0074";"112"
"10.1523/jneurosci.1407-19.2020";"35"
"10.1136/bmjopen-2019-030913";"6"
"10.3389/fnins.2019.01412";"13"
"10.1111/bph.v176.s1";"0"
"10.1021/acschemneuro.7b00529";"15"
"10.3389/fnmol.2019.00133";"14"
"10.1038/s41419-019-2086-z";"73"
"10.1016/j.conb.2018.10.003";"30"
"10.1021/acs.chemrestox.6b00240";"5"
"10.1038/s41467-017-01930-5";"22"
"10.15698/mic";"5"
"10.15698/mic";"5"
"10.21769/bioprotoc.2509";"1"
"10.21769/bioprotoc.3431";"5"
"10.1093/molbev/msx319";"1449"
"10.7717/peerj.12931";"3"
"10.1093/cid/cix801";"70"
"10.23736/s0391-1977.18.02807-9";"4"
"10.1016/j.sajb.2013.07.005";"41"
"10.1002/ece3.2016.6.issue-17";"1"
"10.1371/journal.ppat.1007190";"49"
"10.1002/ana.24630";"33"
"10.1038/ni.3046";"96"
"10.1016/j.pmedr.2016.03.003";"83"
"10.1183/13993003.02278-2014";"30"
"10.1126/sciadv.abp9151";"8"
"10.1016/j.envres.2017.10.002";"32"
"10.1289/ehp.1307711";"55"
"10.1002/9780470015902.a0026792";"0"
"10.1111/all.12351";"52"
"10.1098/rspb.2019.2514";"9"
"10.1016/j.nano.2013.01.002";"38"
