GrantNumber;UseInspired_Comment;UseInspired_Inventor;UseInspired_LicenseType;UseInspired_Owner;UseInspired_PatentDecisionDate;UseInspired_PatentNumber;UseInspired_PatentOwnerDescription;UseInspired_PatentStatus;UseInspired_PriorityDate;UseInspired_ReviewerActivityType;UseInspired_Title;UseInspired_Type;UseInspired_Url;UseInspired_Year;UseInspiredId
173728;;Roska, Botond;;Research institution;2021-12-01T00:00:00Z;EP3914299A1;;Granted;2019-01-24T00:00:00Z;;SynP5 (ProA9), a promoter for the specific expression of genes in retinal ganglion cells;Patent;;2019;3D226D9E-F4EC-43D4-930D-9E4F772CA84B
161930;;;;;;;;;;;"As the Draft Masterplan of the city of Bangalore is about to be published, I am helping a citizens-led coalition (Janaravedike Bangalore) write up a document to respond to the draft Masterplan, which includes citizens expectations. In particular I am I am assisting them to suggest an alternative planning process that is inspired from experiences from across world. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://opencity.in/tag/janaravedike;;71A13359-B63D-481B-8451-8F3B1C0142FD
173728;;Roska, Botond;;Research institution;2021-12-16T00:00:00Z;"US20210388386A1 ";;Granted;2018-10-25T00:00:00Z;;SynP57 (ProA14), a promoter for the specific expression of genes in photoreceptors;Patent;;2018;D967CA34-D5F5-4C94-998B-9C7A4EF19FF6
161930;;;;;;;;;;;"As mentioned under the 'Collaboration' heading, I assisted an NGO working on environmental justice to put together training material on governance issues. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.esgindia.org/;;999FA4DB-E644-4E13-AC0A-158DA554FD69
173728;;Roska, Botond;;Research institution;2021-08-27T00:00:00Z;"CN113316643A ";;Granted;2019-01-24T00:00:00Z;;SynP35 (ProC8), a promoter for the specific expression of genes in retinal ganglion cells;Patent;;2019;45081610-3198-41C5-8234-8FD545C1C283
141843;Thomas Driesner reviewed several research proposal of the IRF;;;;;;;;;;Icelandic Research Fund;Expert/reviewer activity;;2012;E31A1FD9-C02F-4C17-B343-BF0C36BD379E
159269;;;;;;;;;;;Planung eines gemeinsamen Projektes mit der ETH für den Bau eines Cisplatin-Fibrin Applikators;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;15594593-ECFC-4E68-AC03-83E707603B0E
144688;Membre du Comité d'éthique de la recherche;;;;;;;;;Other administration / public sector;Organisation mondiale de la santé;Expert/reviewer activity;https://www.who.int/ethics/review-committee/en/;2019;63B339AB-9C71-4928-BC2B-655B44DCDCCF
144688;"Contribution pour la législation et l'établissement de directives dans le cadre du traitement des personnes atteintes de tuberculose multi-résistante dans certains pays de l'Europe de l'Est (Arménie, Géorgie, Ukraine, Azerbaidjan, Moldavie, Biélorussie). Activités de conseil dans le cadre d'un programme mené en collaboration entre le bureau européen et le secrétariat de l'OMS (Départements tuberculose et éthique médicale) incluant : la visite des pays concernés, la rédaction de rapports.

";;;;;;;;;Other administration / public sector;Organisation Mondiale de la santé;Expert/reviewer activity;http://www.euro.who.int/__data/assets/pdf_file/0004/242941/Tuberculosis,-ethics-and-human-rights.pdf;2013;DA07FF6D-161C-4597-9F3F-6DFDE735DE0F
144789;;"Aeschbach, Lorene; Cinesi, Cinzia; Dion, Vincent";;Research institution;;EP16165203.7;;Pending;2016-04-15T00:00:00Z;;Treatment and/or prevention of DNA-triplet repeat diseases or disorders;Patent;;2016;2B8F2248-1628-4648-99DD-640435B11BC4
163702;"Elected member of the ""Fachgruppe Psychotherapy""";;;;;;;;;Other foundations / NGOs;Federation of Swiss Psychologists (FSP);Expert/reviewer activity;;2017;8F2B365C-B7B7-436C-9C32-142DE834FBA0
163702;;;;;;;;;;;"Mitautor und Herausgeber des amerikanischen Bestsellers:
Wampold, B. E., Imel, Z. E. & Flückiger, C. (2018). Die Psychotherapie-Debatte: Was Psychotherapie wirksam macht. Göttingen: Hogrefe.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.hogrefe.ch/shop/die-psychotherapie-debatte.html;;0A4457E1-A345-45B1-97D4-1C01A337AF38
163702;;;;;;;;;;;"Buchveröffentlichung:
Rufer, M. & Flückiger, C. (2020). Praxis und Forschung im Dialog - Essentials der Psychotherapie. Göttingen Hogrefe.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;D5AA2DBF-0AAF-4F8E-ACD5-1A415A7DBC7D
163774;Outcome Assessment study;;;;;;;;;Industry / private companies;Swiss Capacity Building Facility;Expert/reviewer activity;http://scbf.ch/feasibility-studies/;2017;66218413-5AF5-4C0B-8E5C-5FF9FC63BDC9
163661;Scientific advisory role with the Cantonal Environmental Protection Agency to accompany the remediation effort of the mercury contaminated zone in Valais, CH.;;;;;;;;;Other administration / public sector;Environmental Protection Agency, Canton of Valais;Expert/reviewer activity;;2016;4F9289A1-F829-46D2-BB39-D40B43A70CC6
163702;Assoziierter Editor des APA-journals of Psychotherapy Integration (2016-2017);;;;;;;;;Other administration / public sector;Society of Exploration of Psychotherapy Integration (SEPI);Expert/reviewer activity;http://www.apa.org/pubs/journals/int/?tab=2;2016;653EF855-4608-4296-A72B-6F5CF8044B98
157627;"PhD defence committee/jury member, other than in co-advised PhD students':
--5 times:
2x U Toulouse
1x ENS Paris
1x U Montpellier
1x Indian Inst. Techn. Roorkee";;;;;;;;;Other administration / public sector;Various universities;Expert/reviewer activity;;2017;439965EB-2F37-493D-9658-296C2BEBB55D
168433;;;;;;;;;;;Article;Start-up;https://www.tandfonline.com/toc/wrdh21/current;2017;4190C2CF-0063-4133-A88C-3D2B1E608D8C
123538;Gutachten zur technische Handelsbarrieren und Fettleibigkeitsbekämpfung;;;;;;;;;Other foundations / NGOs;European Heart Association;Expert/reviewer activity;;2015;EE277A90-60FC-4395-A73C-889879CD3ADE
184403;;Lathuilière, Aurélien;;Research institution;;63/003,772;University of Maryland, The General Hospital Corporation;Pending;2020-04-01T00:00:00Z;;COMPOSITIONS AND METHODS FOR TREATMENT AND PREVENTION OF ALZHEIMER’S DISEASE;Patent;;2020;9188B001-CBF6-451C-9E51-0C3E33001D9F
161836;;;Software;;;;;;;;Auryn spiking neural network simulator (v0.8);Licences (software and other);http://fzenke.net/auryn;2016;B0E81445-79ED-4012-A5A5-E2F534A882E8
174828;;;;;;;;;;;R package optimParallel;Software;https://CRAN.R-project.org/package=optimParallel;2018;72EBF64C-5D3A-47E7-A7E6-F0FAE77193D4
188028;;;;;;;;;;;"Open-source code used for the module ""Data Science and Digitalisation in the Energy Sector module"", Imperial College London Sustainable Energy Futures MSc, Spring 2021.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://github.com/ImperialCollegeLondon/intro2opt-tutorial;;03E4A5D7-3F35-45E1-8628-645994756C73
188028;;;;;;;;;;;EnergyScope;Software;https://github.com/energyscope/EnergyScope/;2019;529999D0-AAE8-411D-A029-5ADB44A391E2
187709;Research advisor for the community-based pilot project aimed at establishing an Umbrella Refugee Committee in Brussels City. I supervised consultations with refugee communities, and designed workshops to draw up a joint advocacy plan targeting the local authorities;;;;;;;;;Other foundations / NGOs;United Nation High Commissioner for Refugees;Expert/reviewer activity;https://refugee-committee.org;2020;A0C5801A-37CA-438A-8BB3-FC2C619D76E3
174749;;;;;;;;;;;As result of the fieldwork activity in Colombia, I contributed to the establishment of a local palaeontological collection in the town of La Victoria that is managed by the local community.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;3639971F-397D-4CD5-B973-F18DE14FC703
159114;;Krall, Nikolaus;;Research institution;;EP2016/168400;Center for Molecular Medicine of the Austrian Academy of Sciences;Pending;2016-05-04T00:00:00Z;;Multiwell imaging plate and method for incubating non adherent cells;Patent;;2016;602380C8-604D-4059-8032-FC3FA449838E
165282;;;;;;;;;;;Instamatic;Software;https://zenodo.org/record/1090389;2017;3D3A108F-406E-462F-B41C-625E96DB75D7
148709;;;;;;;;;;;"The popularity of robotic platforms as a learning tool for STEM education together with the growing maker community caused an increased availability of low-cost embedded system platforms. Each platform, however, has its individual hardware specifications. The Mystic River Boards are a series of electronic boards that fit on popular platforms such as Arduino, RaspberryPi, or Beaglebone with the aim to simplify the hardware interface for teachers and students.  ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.urbanmaker.org/mystic-river-boards/;;87C649C8-739E-4606-A972-4D9F24C3364B
178489;External referee for submitted research project proposal;;;;;;;;;Other foundations / NGOs;Eva Crane Trust;Expert/reviewer activity;;2019;B26737C9-D0E2-44D2-B6C5-BEA490622712
184044;"Review and scientific appraisal of Palau legislation:

Endangered Species Act Regulations 
";;;;;;;;;Other administration / public sector;Ministry of Natural Resources, Environment and Tourism, Government of Palau;Expert/reviewer activity;;2019;9F7A2BBB-5BE4-4317-8E5C-CAC358BE91C7
184004;Research Director;;;;;;;;;Other foundations / NGOs;The Global Schoolhouse;Expert/reviewer activity;https://theglobalschoolhouse.org/;2019;BDB6F195-1A2D-41B8-80E9-17D3CEF039D5
141960;;"Goetz, Regina; Mohammadi, Moosa";;Grant holder / project staff;;Australian Patent Application No. 2014274604;Mohammadi, Moosa;Pending;2014-12-11T00:00:00Z;;Fibroblast growth factor proteins and methods of use.;Patent;;2014;793FB77C-5C08-41DA-9819-A04C248156BC
170992;;;;;;;;;;;Lumendo AG;Start-up;https://www.lumendo.ch;2018;AA5A2EFF-8402-4099-9AD9-EC7E53A128ED
141960;;"Goetz, Regina; Mohammadi, Moosa";;Grant holder / project staff;;U.S. Patent Application No. 14097116;Mohammadi, Moosa;Pending;2012-12-04T00:00:00Z;;"Chimeric fibroblast growth factor 21 proteins and methods of use. ";Patent;;2012;D789FA67-CFF8-49E7-935F-03FC3E517EB6
147673;;;;;;;;;;;"Development of a R-code to analyse physical activity in preschoolers. Validation of the code is in progress. The code will be available to the general scientific community. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;DA77A48D-E5ED-44E5-B2B9-E5297984239F
141877;;;;;;;;;;;FACT file transcoding and integrity checker library;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;680B3DC9-F0A5-4C10-A323-63D0C616E648
141877;;;;;;;;;;;Improvement of the JAVA control software for the DIGICAM board;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;438CBCFF-DD31-4D0C-BAB2-F34D37F0BDA1
141877;;;;;;;;;;;FACT Compressed FITS colde library;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;8C1E30D1-E961-4D1D-865B-EE0B33782CBA
141877;;;;;;;;;;;First Camera API using C structures and TCP sockets;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;46D8928B-736F-4112-ABA6-EDB6F3C755CD
141826;;;;;;;;;;;Dank der im Projekt geleisteten wissenschaftlichen Forschungsvorarbeit zu Lehrmitteln ist es uns möglich geworden, eine fundierte Auswahl von im Fondo Gianini vorhandenen Tessiner Lehrmitteln zu erstellen und die wichtigsten Texte digital öffentlich zur Verfügung zu stellen. Dies wird auch die als Output des Projektes vorgesehen Publikationen mit Lehrmittelanalysen und die Qualifikationsarbeit der Doktorandin erheblich erleichtern.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.e-rara.ch/fondo/nav/classification/10916052;;14F2CF1F-A921-4954-A59B-EB0C22571A99
194975;;;;;;;;;;;Human Research. Collaborative Institutional Training Initiative (CITI) Program, University of Arizona, online training.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;A3E319FD-FACB-4CBE-BA7B-300954F98583
194975;;;;;;;;;;;Social & Behavioral Research Investigators. Collaborative Institutional Training Initiative (CITI) Program, University of Arizona, online training.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;E8B51DE0-0FD2-49CE-B05C-3210B8C5B6CD
180232;;"Bellouard, Yves; RICCA, Ruben; Vetterli, Martin";;Research institution;;EP22170715;;Pending;2022-04-29T00:00:00Z;;Non-volatile data storage medium and system;Patent;;2022;3A5A45D4-C875-4D52-9EFF-FC20B78E1955
177208;;;;;;;;;;;Stromal Therapeutics AG;Start-up;;2018;AD1C39C4-104F-4E28-B4E3-5A4BEF3255C6
165209;;;;;;;;;;;"Developed an energy system model for high penetration of renewable energy for the Western US Interconnection. The model considers coordinated plant siting, design and operation, along with the current transmission network; and it is specifically designed to model the energy system at high spatial and temporal resolution. This is a linear programming model that builds on the Calliope framework, designed to run on high-performance clusters to examine a large number of optimization scenarios. 

  ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;852B6D96-75AC-4482-BA37-7711AC50AA0C
165209;;;;;;;;;;;Developed a data set containing the selection of wind farms for the Western US Interconnection and the Mediterranean region that delivers the most steadiest power supply from the knowledge of the spatiotemporal balancing of wind resources, for different renewable penetrations according to different renewable portfolios standards.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;4B9CF23F-807E-4314-AA24-7B743D4BFA50
171946;;;;;;;;;;;"Casadesus-Masanell, R., Gassmann, O., & Sauer, R. (2017). HILTI Fleet Management – Teaching Supplement A and B. Harvard Business School Case, Teaching Supplement to 717-427, 717-465, May 2017.

Casadesus-Masanell, R., Gassmann O., & Sauer, R. (2017). Hilti Fleet Management Video Supplements. Harvard Business School Multimedia/Video Supplement 717-808, May 2017.
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;5F6B8414-2330-4E40-9437-A190E8BDEC97
171946;;;;;;;;;;;"Casadesus-Masanell, R., Gassmann, O., & Sauer, R. (2017). HILTI (A): Fleet Management? Harvard Business School Case 718-419, November 2017. 

Casadesus-Masanell, R., Gassmann, O., & Sauer, R. (2017). HILTI Fleet Management (A) – Turning a Successful Business Model on its Head. Harvard Business School Case 717-427, May 2017.

Casadesus-Masanell, R., Gassmann, O., & Sauer, R. (2017). HILTI Fleet Management (B) – Towards a New Business Model. Harvard Business School Case 717-465, May 2017.
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;A0414DAD-C447-4FD9-B536-939CEE932984
195260;;;;;;;;;;;"Research input for an episode of a podcast, produced by the Zambian Women's History Museum.

- Leading Ladies ZM Season 2 E02 - Violet Nyoni";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.youtube.com/watch?v=riEjJMtCXM4;;BF4770DB-E902-4716-ABD3-161B2F0090B9
178256;;;;;;;;;;;"The Sustainable Sanitation and Safe Water Management Toolbox is the most extensive collection of knowledge around sustainable sanitation and water management. It compiles thousands of “best of “ instruments – be that technologies, methodologies, behavioural change approaches or planning tools – geared to optimise sanitation and water management intervention at local level all curated in an easy-to-understand yet comprehensive way. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://sswm.info/perspectives;;023A0DB0-E023-492C-9895-10BC3D32EAA9
155253;;Ruegg, Thomas;;Grant holder / project staff;2017-01-05T00:00:00Z;US20170002363 A1;Ruegg, Thomas;Granted;2016-07-01T00:00:00Z;;Host cells and methods using a repressor polypeptide and an inducible promoter for gene expression;Patent;https://www.google.com/patents/US20170002363;2016;BA0EDADE-115D-4ACC-B561-BF7116198A0F
