Award_InvolvedPerson;Award_Title;Award_Year;AwardId;GrantNumber
Hersperger, Anna M.;Swiss National Science Foundation International Short Visit of Jasper van Vliet (Vrije Universiteit Amsterdam);2017;F056005C-E42B-4D43-A1AE-013AAEECFCEF;157789
Sun, Yang;"Poster prize of ""25th International Symposium: Synthesis in Organic Chemistry""";2017;DC8E6E7D-2C30-48D1-9595-C0C206791681;157741
"Hitz, Eva; Voss, Till";PhD scholarship von der Rudolf Geigy Stiftung für ein Jahr für Frau Eva Hitz.;2018;C54038B9-999F-4441-8E2F-E179028CFF2B;157729
Lacour, Stéphanie;Shortlisted candidate to the 2020 IET AF Harvey Prize (1 of 4);2020;1B065C89-63D3-4758-ADFA-5C96ADD50736;157800
Pierri-Daunt, Ana Beatriz;SNF Postdoc.Mobility grant;2021;156E9AFF-26A9-48A1-973E-1434821B5B42;157789
Mäder, Marie-Therese;Gewinnerin Marie Skłodowska Curie Fellowship (24 Mt.);2021;ABA1F669-EECE-4021-A6A7-EE5349B744A5;171329
Bories, Anne-Sophie;"Membre associée de l'ATILF-CNRS, équipe ""Ressources""";2017;B52C67A9-B50A-4EAE-A6D5-46ADF0F05498;164420
Mäder, Marie-Therese;Habilitierung and Ludwig-Maximilians Universität, München;2019;2F28CCF2-A954-4A3E-BCB7-E87A981BF541;171329
Franc, Andrea;Aufnahme als Gast in den Ausschuss für die Geschichte der Wirtschaftswissenschaften des Vereins für Socialpolitik;2014;1AE7D784-6DE4-482B-953F-455665880619;151400
Berger, Christoph;Medizin Alumni Basel Preis;2017;0403BD30-E805-4A21-9139-5B78BA0B7F46;173517
Necsulea, Anamaria;"SIB Young Bioinformatician Award, 2013  ";2013;589D0FE4-E949-4CAF-ADC4-365464C0D268;142636
Katan, Mira;"Chair ""research group leaders"" of the Medical Faculty of the University Hospital of Zurich";2015;0530EC81-89F6-425B-B25E-F110CF1E2D08;142422
Osto, Elena;Research Award of the Union of Vascular Societies of Switzerland.;2018;48E0EC32-3CBA-4169-BA57-C74D0061A285;161505
Banerji, Natalie;" Grammaticakis-Neumann Prize (par SCS)";2015;1E9A032A-D4C8-4C1C-B493-9250D4DD4B27;136853
Borduas, Nadine;RSC Advances Emerging Investigator;2021;E1592674-F4CF-4D83-B080-B09D396723C7;179703
Baud, Maxime;Pfizer Prize;2018;220D8262-5B3F-4E05-8E4F-42C50F9F0D91;179929
Matusz, Pawel;"Selected to present and chair a symposium entilted ""How brain neuroimaging contributes to understanding and supporting healthy development"" at the 4th Annual Meeting of Swiss Society for Early Childhood Research (SSECR), Lausanne, in November 2022";2022;DFB5ADE5-A679-4458-817C-3A0CD212E4CC;174150
Goutaki, Myrofora;Award for the best abstract in the paediatric scientific assembly from the European Respiratory Society (ERS) at the ERS Congress 2022 in Barcelona, Spain;2022;442B06AD-558B-4089-B398-575A24D6B6EC;185923
Foletti, Ivan;Cena Josefa Krásy [Prix de Josef Krása], meilleur historien de l'art actif en république tchèque sous les 40 ans;2016;13C54B6F-7B5D-46E2-A5F3-C7EBC3BE8FA3;148038
Friebel, Franz;Best Student Poster Award;2018;D7A4FAA9-2D5E-4E39-A2B9-AA87821D5483;161343
Stadler, Tanja;John Maynard Smith Prize;2012;5C5214DA-0EED-46F6-889E-B1DF30F10B89;136820
De Luca, Marta;Rita Levi Montalcini award (by the Italian Ministery of University and Research) to be among the most brilliant italian brains who are doing research abroad;2020;60DBE37E-F9D6-4E77-AB70-161A6A55BAB1;179801
Capozzi, Andrea;ISMRM Summa Cum Laude Merit Award;2022;B4C36673-ABB2-4734-98F1-02EC44D9852A;193276
Müller, Cristina;Galenus Support 2012;2012;78D03E62-0844-41D9-8E0B-E70CB568D748;138834
Hediger, Karin;ISAZ Early Career Scholar Award (recognizes outstanding scholarly accomplishments in Anthrozoology/Animal Studies);2020;FA4D205C-D92F-44ED-B8EE-DF81079C591C;174082
Bastiaansen, Josefina;ISMRM Magna Cum Laude Merit Award (to Giulia Rossi);2021;D4A00884-B4C1-44A6-A967-4046273DE00A;167871
Arn, Lionel;Educational stipend from the International Society for Magnetic Resonance in Medicine;2019;91A110B5-A25B-49F4-8D74-9A16254322C7;167871
Bastiaansen, Josefina;Fellow of the Society for Cardiovascular Magnetic Resonance;2021;8196702F-E93A-49DE-AEA4-510A3C7C050F;167871
Flückiger, Christoph;"Coeditor of Psychotherapie Im Dialog (Pid) 
https://www.thieme.de/de/pid-psychotherapie-dialog/profil-1876.htm";2014;F94AA477-CBD8-438F-9747-0B1A512B266D;136937
Flückiger, Christoph;"Editorial Board APA Journal of Counseling Psychology as European representant 
http://www.apa.org/pubs/journals/cou/";2013;C0E26D4F-878C-42F2-A6B6-1923F2137446;136937
Flückiger, Christoph;"Venia Docendi der Universität Bern (Habilitation)
Titel: Privat Dozent (PD)";2012;CAC23777-AE4A-4B75-A3E2-B53C2B052A0A;136937
Calvo, Roxan;Poster Award on behalf of the ESOC 2019 committee.;2019;DF00B986-BDFB-4CF9-A283-7BE0D64DC4DE;168043
Asmussen, Tina;Ernennung zum Mitglied der International Commission on the History of Geological Sciences;2019;A4697F10-C167-4042-B203-D77D4B01034C;167858
Tuia, Devis;"Best paper award (honorable mention), for the paper ""An active set strategy for multiclass hyperspectral image classification with group-lasso regularization"" presented in in the Workshop ‘Photogrammetry and Computer Vision’ (PCV), Zurich, Switzerland.";2014;9CDABC31-7C19-4CC6-8BF5-8279F1DAC830;136827
Grüter, Christoph;Haller Medaille 2013, University of Bern;2013;EDA598ED-3A62-4BF6-8228-0EB0D6484100;142628
Kouyos, Roger;"Georg Friedrich Götz-Preis
";2016;95B2FEE4-84D7-44FF-B759-C87E24DA472F;142411
Matusz, Pawel;"Selected to present and chair a symposium entitled """"Lost in translation: How does neuroimaging contribute to understanding development in everyday diverse environments"""" at the 7th Annual Flux Congress, NYC, USA, in August 2019.  ";2019;18E86609-66AE-426F-8E1D-B83B2F2D8A5D;174150
Baud, Maxime;Alfred Hauptmann Prize;2021;43ED681E-B7C9-406A-B7B8-953721013871;179929
Kita, Katarzyna;Best Publication Award, Swiss Society for Neuroscience;2022;B1F577FC-2B5F-4E56-A11A-EDA6EEB3D331;174018
Yarema, Maksym;ACS Nano Best Poster Award at the NaNaX8 - Nanoscience with Nanocrystals;2017;E370312E-82B5-42E9-9A3F-6A8063207EEC;161249
Alvarez, Nadir;Article nominated at the Cooper award, Ecological Society of America;;2C930D39-21B8-4302-B7D5-4C38F3E3A458;126624
Zenker, Olaf;Appointment as tenured Associate Professor of Social Anthropology at the University of Fribourg, Switzerland, beginning on 01.02.2017.;2017;8418ED62-FA42-4765-ADB3-3C27421E793E;137094
Zenker, Olaf;Visiting Scholarship at St Edmund's College, Cambridge;2012;B201F48D-AE37-48AD-AECE-B40D26303F82;137094
Gehring, Kai;Research Group on Development Economics in the German Economic Association . I was proposed as a member of the Research Group on Development Economics in the German Economic Association.;2018;B08DB7C3-61A0-45EF-824C-4C422EE58B1B;174049
Zikas, Vasileios;"Fellowship by the Simons Institute for the Theory of Computing, UC Berkeley, (Summer Program on Cryptography).  ";2014;6CDD52DD-B02E-4BA0-9031-6A51BF66EEDE;142549
von Brescius, Moritz;"Postdoctoral Fellow, Weatherhead Research Cluster on Global Transformations (WIGH) ";2022;5BB68FA3-C026-4C4B-8E8B-C0F655685039;193277
Ketelaars, Elleke;Emerging Talent participant in the REA-NDM-FONCSI conference program. The Young Talent Program is a one day workshop for Masters and PhD students within the field of Resilience Engineering. During the workshop, successful applicants had the opportunity to present their work to, and receive feedback from, prominent researchers in the field.;2021;74377F2B-2C66-475C-99F3-BD894E378A79;185903
Oppi, Sara;Running Up Award, AGLA Update Meeting 2019;2019;7FB61E74-06D0-4B15-88E3-AA24257BC206;161521
"Depierraz, Gregoire; Minehira Castelli, Kaori";Prix de projet de recherche - Nutrition;2009;289995E5-2BFF-4FED-8311-BD9C0AD4F68F;121575
Yilmaz, Bahtiyar;Institutional prize for 2019 best publication for Nature Medicine Publication by Yilmaz et al.;2020;2C1EDF44-43ED-44C5-B8B2-D7FDB6645AD0;185880
Bohlius, Julia;Teacher of the year, MPH program of the Universities of Basel, Bern and Zurich;2015;11686D26-0193-418F-824D-9677F5CD727C;160407
Yanagisawa, Hirofumi;Kazato Research Encouragement prize 2011;2012;35F39D6D-8F3B-4E39-9C15-1C55497CD210;131701
Casini, Angela;Young Scientist Award EuroBIC conference 2012;2012;85D045ED-847E-4FA2-B736-66EA022B8C6B;136908
Thomos, Nikolaos;Best student award at International Packet Video Workshop;2012;05D436D4-6DB1-4E02-B6FB-E5C92A48FAA0;137275
Gavazov, Konstantin;WSL bonus for outstanding scientific output in 2019;2019;143CF6C7-59D3-4782-A984-BD927D662716;174047
"Ionta, Silvio; Perruchoud, David";"Fellowship = Mobility Grants in Projects

";2015;1D951735-E668-4767-AF6B-24F4D6B44681;148186
Mehrabi, Kamyar;METAS Award;2020;D422C834-36C4-4726-9AFB-246D4E9A2224;174061
Lam, Vincent;Honorary Research Fellow, School of Historical and Philosophical Inquiry, The University of Queensland, Australia;2015;B89B96A0-BB62-4162-9AEC-B1E6277DDB21;142536
Yarema, Maksym;Best Talk Award at the Symposium NM12 of the 2018 MRS Spring Meeting & Exhibit;2018;A2BBE31A-4E32-4F86-A7A1-BC091C14E711;161249
Paladini, Rebecca;SSN Travel Grant (for the FENS meeting in Berlin);2018;731007A9-9F24-42A5-950A-C58B72D2F40A;154714
Goncalves, Kellie;SAUTE (Swiss Association of University Teachers of English) Travel Award;2016;410B60A7-B2D0-491B-B9E5-669004CCE18A;158279
Ters, Kristyna;Research Fellow and Research Advisor, Czech National Bank;2016;104FA864-5BF9-45F8-AC62-CA62B70451CC;158369
Pfeiffer, Constanze;Seit Januar 2017 bin ich Vize-Präsidentin der Medical Anthropology Switzerland (wissenschaftliche Vereinigung von MedizinethnologInnen in der Schweiz);2017;0D81F57C-C5BC-4D7F-88F6-D8A3FCC9A2B5;158337
Ters, Kristyna;Fakultaetspreis fuer die beste Dissertation des akademischen Jahres;2016;5576AD9C-9BD1-49DE-8778-B9EA432A1AE8;158369
Ters, Kristyna;Research Fellow, Bank for International Settlements;2017;EAF35ABB-91BA-43EE-BA5A-ED6D0C9279BE;158369
Luiselli, Michela;"Italian National Scientific Qualification as Associate Professor (https://abilitazione.cineca.it/ministero.php/public/elencodomande/settore/10%252FN1/fascia/2)

Diese Auszeichnung/Qualifikation wurde am 18.2.2014 erteilt und ist 4 Jahre gueltig. Die Auszeichnung ist zwar aufgrund des CVs und der Publikationsliste erfolgt, das MHV-Stipendium hat aber eine entscheidende Bedeutung gehabt, wie auch aus den Protokollen der Kommission (s. link) abzulesen ist.";2014;A62AC9FE-8C95-45FF-B45E-B4286E288DCC;145440
Elsner, Anna Magdalena;Hasting Center Invited Visiting Fellow;2017;06612ADE-163A-4A1F-AFF0-1C7D0A71B1EC;171285
Studer-Karlen, Manuela;Franz Josef II von Liechtenstein-Preis 2017 (Universität Fribourg) für die Arbeit: „Das ikonographische Programm der byzantinischen Kirchen und die Liturgie: Untersuchungen zum Christus Anapeson“.;2017;8AB2B1E6-6163-40B9-8884-8091C969B4BA;151443
Bories, Anne-Sophie;Membre du Comité de direction du Special Interest Group - Digital Literars Stylistics (SIG-DLS) de l'ADHO (Alliance of Digital Humanities Organizations).;2018;2785A48F-E649-4CEE-A7B1-981E337A13AD;177985
Franc, Andrea;Aufnahme als Senior Visiting Research Associate am Modern European History Research Centre der Geschichtsfakultät der Universität Oxford;2015;468F2830-546A-4997-867A-B1A351BDB964;151400
Gautschy, Rita;cogito-Preis 2012;2012;D04A4288-6EB2-4388-AB30-9093FF23B20C;122824
Ters, Kristyna;Research Fellow, Bank for International Settlements;2016;FC51A50F-B876-4654-B06B-7FA740B2A3A9;158369
Bories, Anne-Sophie;"Membre du comité scientifique du colloque ""Empathies"", colloque annuel de la SLSA-EU (European Society for Literature, Science and the Arts), organisé à l'Université de Bâle du 21 au 24 juin 2017 par Manuela Rossini.";2016;9DDFF6F8-CA56-41D9-ADDA-8ED831CB9392;164420
Bories, Anne-Sophie;"Member of the Steering Committee of the Special Interest Group ""Digital Litarary Stylistics"", part of the ADHO.";2018;269A0863-CCC1-4783-AA79-CAF7EA5A0D68;164420
Roth, Prisca;Certificate of Merit anlässlich “Graubünden forscht – The Young Researchers Convention”  der Graduate School Graubünden in Davos am 19.09.2018;2018;BDB24797-C48B-464C-9148-4A1621DA2E47;180399
Stucki, Saskia;Fakultätspreis der Juristischen Fakultät der Universität Basel;2016;5D2CBABE-CE8A-4EB0-ABE7-7E76A4CDFC0D;167361
Geinoz, Philippe;Prix de l'essai et de la critique littéraires décerné par l'Institut National Genevois;2016;4CC96C48-6FCA-4EDD-B1CB-A03FA398FBCB;152219
Geinoz, Philippe;Prix Emile Faguet décerné par l'Académie française;2015;2DD2C067-F3B4-438E-9869-7C9E5316D2FD;152219
Petris, Loris;"Grand prix de l'Académie française, 2014 : prix d'Académie de la Fondation Le Métais-Larivière pour l'édition des oeuvres françaises de Michel de L'Hospital et pour ses travaux sur la Renaissance; www.academie-francaise.fr/loris-petris";2014;855406DC-C6AE-4B2D-99E2-3E651973D4DA;145645
Stucki, Saskia;Felix-Wankel-Tierschutz-Juniorforschungspreis der Tierärztlichen Fakultät der Ludwig-Maximilians-Universität München;2017;5BE7ACDD-695F-46B2-855C-61C6037DB7B5;167361
Schmidt, André;Travel Award for the 2016 5th Biennial Schizophrenia International Research Society Conference;2016;E52E3540-699A-475E-A230-547592D091CA;155184
Mavrot, Céline;"Prix SEVAL – Award of the Swiss Evaluation Society
With Susanne Hadorn and Fritz Sager, for the article: 
Mavrot Céline, Hadorn Susanne, Sager Fritz (2019). “Mapping the Mix: Linking Instruments, Settings and Target Groups in the Study of Policy Mixes”, Research Policy 48(10): 103614";2020;A8B81621-1EC9-43AE-9B04-4389D4F69038;188259
Vadrucci, Roberto;Exemplary Marie Skłodowska-Curie Individual Fellowship to be funded from 2016 call for proposals;2017;08CEC66B-F19A-4526-A8F0-3D38A411FEE1;165176
Grujovic, Anja;Best Paper Award at XVIII Doctoral Meetings in International Trade and International Finance (RIEF);2018;E06C9ACF-6DF1-41D6-8D6E-2C9C3F12CB70;178024
Gallo, Fernanda;Member of the Scientific National Committee for the publication of Bertrando Spaventa’s work: Edizione Nazionale delle Opere di Bertrando Spaventa;2018;882C27AA-528A-4B3C-9C2B-2989DC09CCD8;168368
Battistello, Elena;Lymphoma Research Foundation (LRF) Postdoctoral Fellowship Grant obtained for follow-up of the SNSF project;2021;2AB54654-0A91-4E53-B201-3A0E19A225CF;191703
Kiss Mützenberg, Dora;Prix Handschin décerné par la société suisse de musicologie, après une mise au concours publique à laquelle huit candidats internationaux ont participé.;2014;97EE1D07-7EBF-4E93-AD2F-B7E9387D0CB1;151804
Blattner, Charlotte;Drafting Principles of Transitional Justice for an Interspecies Society, Animal Law & Policy Program Writing Prize, Harvard Law School;2019;7D349BAC-CBDD-471E-AB91-C1515703F305;174983
Cihova, Martina;"L’Oréal UNESCO For Women In Science UK & Ireland Rising Talents Awards, winner in category Engineering.

Award comprises a fellowship (12 months, start 10/2022) to lead a project on 'Cryogenic nanoanalytics of the material-cell interface'.

During this time of the fellowship, Martina Cihova holds an Honorary Research Fellow status at Imperial College London, UK.";2022;BCD744B5-0D70-4A6F-892A-C163AC35C941;199862
Meyer-Gerspach, Anne Christin;Travel Award Winner, 24th United European Gastroenterology Week, October 2016, Vienna, Austria;2016;9A0A7D7B-809D-49E8-8C2E-775E7030BF98;158845
Parise, Francesca;Participant of Rising Stars in EECS 2017;2017;05B7EC6C-B339-422D-B7A1-37168633FC96;168812
Dümpelmann, Luc;Seal of Excellence for submitted proposal under the Horizon 2020’s Marie Skłodowska-Curie actions call H2020-MSCA-IF-2018 of 12 September 2018;2019;2DEE59AF-EDF5-49B6-A9B8-F5DFF3896A5D;178438
Hockmann, Kerstin;"Fellowship by the University of Bayreuth, Equal Opportunities Department for postdoctoral project 
""Resolving the biogeochemical interactions between antimony, sulfur and iron in wetlands""

";2017;7D9840CE-12F6-417B-9CB5-995284BB2845;159106
Gallus, Jana;Best Paper Award, Academy of Management Annual Meeting 2016;2016;4CE7A52A-5BC2-4FD4-8E56-DEB355292BED;158589
Pröbstel, Anne-Katrin;ACTRIMS Forum Best Poster Presentation Award;2019;2D89EAE8-1909-49A9-AA3E-EA82207D3DCF;164938
Gazzola, Mattia;Research Highlight of Nature Physics;2014;20D5F5E1-2D0E-4A65-B4A2-6EA1B1CFAB6D;148735
Murina, Olga;"EMBO Long-Term Fellowship (ALTF 7-2015; started on the 1st February 2016)";2015;A93BEA99-DC4B-4A8E-B392-64AC79600FBB;158709
De Niz, Mariana;EMBL Short term postdoctoral fellowship;2017;7AE09007-067E-4657-9A28-6412C566FEAC;165396
De Niz, Mariana;EMBL Long term postdoctoral fellowship;2017;12F71037-4472-44C0-8A19-7484D9E13960;165396
Guguchia, Zurab;Columbia University´s sole candidate for a very prestigious Blavatnik Postdoctoral Award;2017;B50B4A63-E995-4BB8-81B1-6A7287A4102A;161980
Guguchia, Zurab;Young Scientist 'Tsinandali Award' in exact and natural sciences, Georgia.;2016;8ECFDC7F-5688-47F0-8CA9-A9DC934E19DB;161980
Fehr, Ernst;Held the Keynote Lecture at the 57th Conference of Experimental Psychologists, University of Hildesheim, Germany;2015;772BCA35-3401-4E24-B9CC-BCD6F11F65FD;141965
"Ariga, Tomoko; Ariga, Akitaka; Bay, Muhammet Fatih; Blondel, Alain; Di Luise, Silvestro; Ereditato, Antonio; Ravonel, Melody; Rubbia, André";"breakthrough prize for the K2K and T2K collaborations. 

 https://breakthroughprize.org

http://t2k-experiment.org/2015/11/koichiro-nishikawa-and-members-of-t2k-collaboration-awarded-breakthrough-prize/

(NB each member received about 370CHF) ";2015;D1FCC2E6-D3D8-4A1E-BAE0-58826A596B28;141939
Cardillo, Alessio Vincenzo;"Best Lecture Award - ""Science of Science: Science seen as a social phenomenon"" - Mediterranean School of Complex Networks";2015;CC61A891-C6A9-4C52-B1AE-4C7F5BF08014;147609
Aberer, Karl;"EPFL Doctoral Fellowship Award - Amit Gupta - ""Finding Political Opinions and Trends from Social Media""
";2014;08AD94F5-CFFD-418A-978F-5D9F6E08CA11;147609
Daley, Allison;Hodson award, The Paleontological Association;2022;6A9E2394-E7C8-4C6C-A8EF-41059AA6573F;198691
Wennemers, Helma;Goodman Lecture, University of California at San Diego;2019;9E82B33F-F66D-4827-B83E-5239BC211706;160805
Barchiesi, Alessandro;Atomium Culture Award;2012;D913DC56-98B3-420D-ADF0-0FBDCE40BD94;133001
"Gatica-Perez, Daniel; Thattaguppa, Gokul";Nomination for best paper award, IEEE ISWC 2011;2011;A292CD7E-0948-4592-8702-94333FBA2569;127542
Spaldin, Nicola A.;Thomson Reuters Highly Cited Researcher;2014;C6F11A89-D358-4660-BE1E-776E1BA0EB8A;147606
Michels-Clark, Tara M.;The 2012 ElectrochemicalPoster Prize in Energy Storage and Conversion Forum;2012;CF8605C5-47B2-46D9-B9B7-3AA3AF57C181;122706
"Gatica-Perez, Daniel; Sanchez Cortes, Dairazalia";Outstanding Paper Award, ACM ICMI 2012;2012;A4CE6819-A8F0-4D55-B689-0F151D121887;127542
Cevher, Volkan;IEEE Signal Processing Society Best paper award;2016;DD0A51FE-2E4E-490E-99BD-51FD5D0D8267;147633
