GrantNumber;KnowledgeTransferEvent_Date;KnowledgeTransferEvent_Event;KnowledgeTransferEvent_InvolvedPerson;KnowledgeTransferEvent_Place;KnowledgeTransferEvent_TargetGroup;KnowledgeTransferEvent_Type;KnowledgeTransferEvent_Url;KnowledgeTransferEventId
147638;2017-02-28T00:00:00Z;Vorlesung: Erzählen vom Fremden;Schnyder, Mireille;Zürich, Switzerland;Other administration / public sector;Talk;;A42F1A22-7C83-4AC9-842B-385D1A89EEBB
147638;2015-10-08T00:00:00Z;"Vorlesung: ""La seule expérience est un guide pour moi"" : expérience et poésie dans l’œuvre de Jacques Delille ";Marchal, Hugues;Lausanne, Switzerland;Other administration / public sector;Talk;;727ACC6E-3CDE-4635-BC34-B48F59F02213
182363;2019-09-25T00:00:00Z;Xing New Work Sessions, Kaufleuten Zürich: Podiumsdiskussion: Transparente Löhne – faire Löhne? Chancen und Risiken von Lohntransparenz in Zeiten von New Work;Arnold, Alexandra;Zürich, Switzerland;Industry / private companies;Talk;;C8DD9D9B-B06C-454C-BA50-09FC076FB63A
170624;2018-01-16T00:00:00Z;Présentation vulgarisée pour des enfants au centre d’accueil Malley Prairie. Titre: Travailler avec les singes vervets sauvages;Bono, Axelle;Lausanne, Switzerland;Other foundations / NGOs;Talk;;DABF873E-9651-4EF6-9450-E1068AB5141B
123381;2013-03-13T00:00:00Z;Wie Du mir, so ich Dir — Durchsetzung sozialer Normen;;Brain Fair Zürich;Other;;;34881FAE-DEC4-4B98-8CC2-3EA58F46580B
150690;2018-11-04T00:00:00Z;100 Ways of Thinking;Altmeyer, Matthias;Kunsthalle Zürich, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);http://kunsthallezurich.ch/en/100-ways-thinking;819DDE5D-2A8F-498D-A438-1201F6D85A6F
163370;2018-01-15T00:00:00Z;Cardio-what-cular;Trachet, Bram;Goettingen, Germany;Other administration / public sector;Talk;;13A966FB-2CE8-4458-9D85-8D59B82E0E53
138309;2013-01-21T00:00:00Z;Optical Imaging;Lange, Norbert;Kladno, Chez Republic, Czech Republic;Other administration / public sector;;;C7D395C9-F6D3-4DAD-998F-115C36542089
157455;2015-09-28T00:00:00Z;Seminar Zoologische Gesellschaft Zürich;Tschirren, Barbara;Zürich, Switzerland;Other foundations / NGOs;Talk;;80B57117-8F65-4E99-B101-66DF3DA477FC
157455;2015-03-27T00:00:00Z;Seminar Entomologische Gesellschaft Zürich;Tschirren, Barbara;Zürich, Switzerland;Other foundations / NGOs;Talk;;0791E3B3-14C8-447D-B632-6C378655D7F6
119204;2011-03-30T00:00:00Z;Wolfsberg Immunology Student Meeting;;Ermatingen, Switzerland;Education;;;1C5AA046-EC53-495E-82A2-69D594401CDD
150856;2015-06-02T00:00:00Z;InDeSem 2015 - International Design Seminar;"Buchli, Jonas; Gramazio, Fabio; Kohler, Matthias Daniel";TU Delft, Germany;Other administration / public sector;Talk;http://indesem.nl/;46B4FC66-0DF8-42EC-86F8-0F6F745CAC94
129248;2013-06-27T00:00:00Z;Dritte Begleitgruppensitzung;;Zürich;Administration / politics;Self-organised;;72118791-5E11-4722-B91E-E334CA3F03B0
163756;2018-03-07T00:00:00Z;"Bases cérébrales du Langage et du Multilinguisme ";Golestani, Narly;Monthey, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);http://www.epmonthey.ch/index.php/fr/accueil/890-base-cerebrale-du-langage-et-du-multilinguiste;F49038D1-19A8-4623-BEC8-8EB787BB0407
139425;2011-11-17T00:00:00Z;Tagung Kunst und Psychiatrie, erfinden - forschen - ausstellen;;Bern;"Art; Education; Other";Self-organised;http://www.kulturgueter.ch;6AB5341E-6885-4A3D-B718-10309829C73B
176778;2023-02-25T00:00:00Z;InfoChallenge 2023;"Dell'Oro, Francesca; Marongiu, Paola";Marylanf, United States of America;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);https://ischool.umd.edu/about/info-challenge-initiative/challenge/;AC3F08DB-FF49-4501-89D7-900BCFD30F51
139243;2012-09-04T00:00:00Z;Frewillige in der Palliative Care. Workshop für Mitarbeitende des BAG und der GDK;;Bern, Switzerland;Other administration / public sector;Self-organised;http://www.bag.admin.ch/themen/gesundheitspolitik/13764/13778/index.html?lang=de;B6CD6E37-4139-4719-A300-69CB9312ED18
144695;2017-03-25T00:00:00Z;Advanced NEMS lab;Villanueva Torrijo, Luis Guillermo;Lausanne, Switzerland;Industry / private companies;Performances, exhibitions (e.g. for education institutions);;100EE967-59B8-4C9B-956D-3A02FCE8CB6F
189780;2021-03-01T00:00:00Z;Weekly regular user meetings on Cytof;Zippelius, Alfred;zoom, Switzerland;Other administration / public sector;Workshop;https://unibas.zoom.us/j/92559186682?pwd=MXpPdVJxaENIVnRodW45NWt0YUtXdz09;CABA19DE-184C-4CDE-A775-6B535DC55785
181712;2019-09-27T00:00:00Z;September Calling;Dell'Era, Romeo;Istituto Svizzero di Roma, Italy;Other administration / public sector;Talk;https://www.istitutosvizzero.it/it/concerto/september-calling/;D44EC227-BC17-4AF8-A96A-7F12CF16AF9A
150995;2016-08-24T00:00:00Z;Entretiens 2016 de la Fondation Hardt;;Vandoeuvres, Switzerland;Other administration / public sector;Self-organised;;2E1E2A17-9EEB-4F5E-87A3-004486092960
150995;2017-08-21T00:00:00Z;Entretiens 2017 de la Fondation Hardt;;Vandoeuvres, Switzerland;Other administration / public sector;Self-organised;;CDE6833E-5503-494B-961E-04C9E16789B0
191426;2021-06-30T00:00:00Z;Children and Work Research Series;van Daalen, Edward;Montreal, Canada;Other foundations / NGOs;Talk;https://www.childrenandwork.net/research-series;6F5CC6BA-CA7C-4D02-A513-D3306463AB80
188146;2020-11-11T00:00:00Z;Berghof Foundation Dies Academicus;Pring, Jamie;Berlin, Germany;Other foundations / NGOs;Talk;;ED13104A-55CB-42B8-919D-8DDEC634F80B
178442;2020-01-13T00:00:00Z;Stadtentwicklungs-Lenkungsausschuss SELA;Fohim, Emamdeen;St.Gallen, Switzerland;Other administration / public sector;Talk;;01E1272E-0E22-4B90-BC15-6920C156FEED
166826;2019-04-04T00:00:00Z;10th Swiss Forum for Mood and Anxiety Disorders (SFMAD): 10 Jahre SGAD — State of the Art;Berger, Gregor Emanuel;Dolder, Switzerland;Other administration / public sector;Talk;https://emh.ch/en/event/cid/a969378a-4ddb-4ce3-949a-6b0a169bae06/;68D0FCF5-AE50-4FC4-8471-6D00CD3661EC
148497;2015-04-29T00:00:00Z;Music decoding & emotions for Samsung;;Berkeley, United States of America;Industry / private companies;Self-organised;;F96065FA-D3C1-4836-9B50-8CE4F2FA8BBB
148497;2014-02-19T00:00:00Z;Music & emotions, Nielsen Neurofocus;Mikutta, Christian;Berkeley, United States of America;Industry / private companies;;;B155B212-5906-4C2A-82A8-BC9736E635A7
181475;2019-10-04T00:00:00Z;Imaging Mass Cytometry User Group Meeting - Panel discussion;Schapiro, Denis;Zurich, Switzerland;Industry / private companies;Talk;https://www.fluidigm.com/binaries/content/documents/fluidigm/marketing/imc-user-group-meeting-2019-program/imc-user-group-meeting-2019-program/fluidigm%3Afile;C9BE4709-6DB7-426D-9E2D-690B7445CA2C
178591;2019-02-08T00:00:00Z;Social Science Fridays;;Oxford, Great Britain and Northern Ireland;Other administration / public sector;Self-organised;;740AAB7B-744D-4910-98B1-B5C4C5B7D99E
161911;2017-02-28T00:00:00Z;Modulare Daktyloskopen Ausbildung;Girod-Frais, Aline;.BK Wien,  Abteilung 6.1.4, Austria;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;9FA89046-94BA-431E-A395-6CD36008417E
168849;2017-08-15T00:00:00Z;Corporate Welfare Meeting and Symposium;Vaccaro, Giannina;UCI, Irvine, United States of America;Other administration / public sector;Poster;https://www.socsci.uci.edu/corporatewelfare/;C3B355C8-8132-4D60-A75C-E4E9271E4AEF
167339;2018-06-08T00:00:00Z;Gesundheits- und Fürsorgedirektion des Kantons Bern, Treffen mit Berner Spitaldirektoren;"Aujesky, Drahomir; Rodondi, Nicolas";Bern, Switzerland;Other administration / public sector;Talk;;7A42D5AA-89A7-4E85-A8F8-6B8C73512BFF
151604;2016-11-16T00:00:00Z;Lehrerweiterbildung: Buddhistische Traditionen Asiens;;Zürich, Switzerland;Other administration / public sector;Self-organised;;E398CDAF-59EA-4685-A577-8B0C0116F91E
151604;2016-03-02T00:00:00Z;Lehrerweiterbildung: Geschichten erzählen im Fach Religion und Kultur. Frühlingsfeste der Religionen;;Zürich, Switzerland;Other administration / public sector;Self-organised;;008F88D1-F8FE-41CE-8D8A-B8BB7396444F
152952;2015-09-01T00:00:00Z;Vom Hagebächli zur Schauenburgerflue.;Ramseier, Markus;BL, Switzerland;Other administration / public sector;Talk;;A1DAB20F-2009-45DE-A96D-F23FC2E1D6F9
177070;2021-11-15T00:00:00Z;Marie Sklodowska-Curie Actions fostering balanced mobility flows in Europe;Sykiotis, Gerasimos;Online, Slovenia;Other administration / public sector;Workshop;https://msca21.eu/index.php/parallel-workshops-panelists/;348B1674-4F72-43F8-A57E-F837B9E29039
154915;2015-05-18T00:00:00Z;Tachles Reden: Klezmer Kitsch oder Diaspora Pop? Podiumsdiskussion mit dem Musiker Daniel Kahn;Battegay, Caspar;Theater Neumarkt, Zürich, Switzerland;Industry / private companies;Workshop;;8FAE9D59-880C-4F64-BE64-23C8E51AC339
154915;2016-10-26T00:00:00Z;"Podiumsdiskussion „Liegt der Forschungsplatz Schweiz in Europa: Perspektiven des Wissenschaftlichen Nachwuchses“ ";;Universität Bern, Switzerland;Other administration / public sector;Self-organised;http://www.akademien-schweiz.ch/index/Schwerpunkte/Wissenschaftlicher-Nachwuchs-und-Bildung/Bisherige-Veranstaltungen.html;F98205B2-4ABF-44E6-9F73-787B726A625D
142306;2014-12-02T00:00:00Z;Regional Educational Package Pilot Workshop for entrepreneurs – Suceava, Romania;;Suceava, Romania;Industry / private companies;Self-organised;;39FB3B6E-3CDF-4C72-8097-AE3A2C8EE5CB
142306;2014-12-20T00:00:00Z;Academic module implementation – the Innovation and Development Workshop;;Horezu, Romania;Industry / private companies;Self-organised;;B894DB96-E036-4097-90A2-0B0F146BAD9A
142306;2014-03-20T00:00:00Z;"Professor Yuawei Shi, Monterey Institute of International Studies, US -  ""Social Businesses: Sweet Spot Between Purpose and Profit"" - Knowledge transfer from specialists – Bucharest, Romania";;Bucharest, Romania;Other foundations / NGOs;Self-organised;;B2869BA4-27E2-4A6E-B048-5F21C995F1A6
142306;2014-10-16T00:00:00Z;"John Perkins speech on Death and Life economy – building entrepreneurship and sustainability  ";;Bucharest, Romania;Other administration / public sector;Self-organised;;751E254F-BDA3-465F-87E3-E23497D80FC0
125267;2013-03-20T00:00:00Z;Work-shop on development of system dynamics model;;Törbel;Administration / politics;Self-organised;;7288BB1E-8A03-41EC-9963-DC7D951CE14D
125267;2010-07-21T00:00:00Z;Validation of the factors affecting the management of CPP;;Grindelwald;"Administration / politics; Industry and business";Self-organised;;A05C8854-676D-40F9-AFA8-5F754456F790
148114;2015-04-13T00:00:00Z;Brain Awareness Week;Saab, Bechara;Victoria, Canada;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);http://blogs.smus.bc.ca/review/tag/brain-awareness-week/#.VdDV8BOqpBc;8F98CCAB-189C-40D1-BE14-B3669E1C39D7
148114;2017-04-10T00:00:00Z;Academia Film Olomouc;Saab, Bechara;Olomouc, Czech Republic;Other administration / public sector;Talk;;EECC0A76-7EE7-4603-9560-5E8ECCECA4E3
148114;2015-04-14T00:00:00Z;Academia Film Olomouc;Saab, Bechara;Olomouc, Czech Republic;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);http://www.afo.cz;04E591A7-1FE5-4FF7-9AAA-371F305F4AD7
211152;2022-12-02T00:00:00Z;café-info seminar;Ballif, Christophe;EPFL Microcity  , Switzerland;Industry / private companies;Talk;;71F1448B-D43F-4557-92C3-E23C136826ED
142511;2015-10-28T00:00:00Z;Trends in Micro Nano - Swiss MNT Network;Cadarso Busto, Víctor Javier;Yverdon-les-Bains, Switzerland;Industry / private companies;Talk;;25751341-14A3-49FC-9650-DC1B95A5D7C6
147863;2013-06-28T00:00:00Z;Zukunftsplanung im Lebenslauf;Wicki, Monika Theresa;Zürich, Switzerland;Other administration / public sector;;;02C08C06-7CEC-4C0B-9767-B16F98E73CC1
186213;2019-03-30T00:00:00Z;"Workshop ""Elevator pitches"" mit HKB-Studierenden";Dick, Leopold;Bern, Switzerland;Other administration / public sector;Workshop;;06D26F18-8BA6-4C2C-9B77-ACF775C71FAD
160497;2018-03-12T00:00:00Z;Brain week in Ukraine;Krishtal, Oleg;Kiev, Ukraine;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;0C31ACCE-4706-4FBE-B683-658ACEAC6817
160497;2017-06-06T00:00:00Z;Invited  Lecture in school;Vilchinsky, Stanislav;Kiev, Ukraine;Industry / private companies;Talk;;A91727AA-3D7D-4116-BAC5-64E8C552EBED
160451;2018-06-05T00:00:00Z;Exchange of knowledge at sites with industrial partners;;F. Hoffmann La-Roche, Kaiseraugst, Novartis Pharma AG, Basel, Switzerland;Industry / private companies;Self-organised;;6B667822-C8AE-4EB3-BF57-ADABE780558F
160451;2016-09-11T00:00:00Z;WP III Workshop, Prague;"Aroutiounian, Vladimir; Cheema, Tarik; Durciova, Barbora; Joost, Berndt; Kacer, Petr";ICT, Prague, Czech Republic;Other administration / public sector;Talk;;DFB99B77-328B-4A32-8E0D-B287DB62E23A
153909;2015-05-22T00:00:00Z;6th St. Gallen Forum for Management of Renewable Energies;;St. Gallen, Switzerland;Industry / private companies;Self-organised;https://www.remforum.ch;0D62B439-D359-44E5-80A6-08CA08A571BF
153909;2017-09-08T00:00:00Z;ECOPARC FORUM;Curtius, Hans C.;Neuchâtel, Switzerland;Industry / private companies;Talk;https://actu.epfl.ch/news/ecoparc-forum-2017/;BA0BE60D-5A0E-4568-A646-09B3AB9AB798
132610;2012-08-04T00:00:00Z;Tokyo University Summer School;Martin, Gunther;Oxford, Great Britain and Northern Ireland;Other administration / public sector;Talk;;E76B76E0-A149-4238-8BA8-B9677ABB7B3E
150294;2013-09-27T00:00:00Z;Symposium within the Symposium Transforming Challenges into Opportunities - International Perspectives;Huber, Stephan Gerhard;Zug, Switzerland;Other administration / public sector;;;364410C9-A6E4-461D-8957-6A298F8F2CF4
122042;2010-10-23T00:00:00Z;Festival de la Salamandre;"Lara, Enrique; Roussel-Delif, Ludovic";Morges/VD, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;075359A1-81F5-4EBD-8602-E83F7609685F
154064;2017-05-11T00:00:00Z;NRP 70 Low energy concrete - 3rd Stakeholders Meeting;"Habert, Guillaume; Pittau, Francesco";Bern, Switzerland;Other administration / public sector;Talk;;AE645B68-A1CD-4362-B25C-6A9CDED33AAD
154064;2015-06-17T00:00:00Z;NRP 70 Low energy concrete - 1st Stakeholders Meeting;"Chatzi, Eleni; Denarié, Emmanuel; Flatt, Robert J.; Frangi, Andrea; Habert, Guillaume; Lura, Pietro; Zingg, Sharon";Bern, Switzerland;Industry / private companies;Talk;;C0894B29-E52C-4096-9CC7-397B91BCE9F2
153849;2016-05-31T00:00:00Z;Power tage;"Roeske, Christian Holger; Summermatter, Samuel; Wittkopf, Stephen; Xu, Ran";Zürich, Switzerland;Industry / private companies;Performances, exhibitions (e.g. for education institutions);http://www.powertage.ch/de-CH/FuerBesucher/Aussteller_Hallenplan/Aussteller2016.aspx;6FD86E5C-BC0A-4F8C-9D3E-8D795DFCAB79
153849;2016-05-09T00:00:00Z;Energie Apero;Wittkopf, Stephen;Luzern, Switzerland;Industry / private companies;Talk;http://www.energie-apero-luzern.ch/archives/Kurzfassung_Wittkopf_160509.pdf;81B4F876-8A0D-47F3-BA0F-10AD66D3FA41
153849;2016-04-25T00:00:00Z;Industriemesse;Wittkopf, Stephen;Hannover, Germany;Industry / private companies;Performances, exhibitions (e.g. for education institutions);https://www.energie-cluster.ch/de/export/export_0/hannover-messe-2016-2835.html;3E6E6D7A-5DA5-4D69-86D8-11668AE3168C
173410;2017-11-17T00:00:00Z;"Tag der Forschung, ""Video mit Senf""";Lösel, Gunter;Zurich University of the Arts, Switzerland;Other administration / public sector;Talk;;BA4D7FF5-8A83-4B5F-A02B-09887047D716
156690;2016-05-20T00:00:00Z;Introduction to teaching argumentation in the classroom - lecture for prospective school teachers;Greco, Sara;Locarno, SUPSI, Switzerland;Other administration / public sector;Workshop;;D1EB5324-2E72-429B-B79D-B09C43DDDDED
152777;2014-10-06T00:00:00Z;Chaim Weizmann Lectureship;;Fribourg, Switzerland;Other administration / public sector;Self-organised;;FAAE35D2-BAC0-4F65-A76C-0C25F4794F5F
152777;2016-09-27T00:00:00Z;Public University Seminar;Fromm, Katharina M.;Strasbourg, France;Other administration / public sector;Talk;;7BA1200B-548E-4249-B012-0BBF125F7BD1
167326;2020-10-24T00:00:00Z;" Match-Making in Big Data with Academia and Industry";"Byshkin, Maksym; Crestani, Fabio; Lomi, Alessandro";Online, Switzerland;Industry / private companies;Talk;;3E62D497-3488-410E-AC1E-38573F97E90B
124602;2012-10-03T00:00:00Z;"La gouvernementalité biopolitique et la crise globale du politique ";;HEP de Lausanne;"Education; Other";Self-organised;;CB718C22-4458-4E8A-9E16-5F23F87367C6
165605;2019-09-21T00:00:00Z;Intelligence Day 2019;Fiori, Marina;Geneva, Switzerland;Industry / private companies;Talk;https://geneveid19.com/#intelligence-day-2017;0D17D2A1-FAFC-4021-A5CC-6380E93DFB5D
189933;2020-10-21T00:00:00Z;"Anthropocene Campus - ""The Shape of a Practice""";Bruder, Johannes;Berlin, Switzerland;Other administration / public sector;Workshop;https://www.hkw.de/en/programm/projekte/2020/the_shape_of_a_practice/the_shape_of_a_practice_start.php;BFE93602-5643-41BA-A40A-E2672896F2E2
121666;2011-11-24T00:00:00Z;"Echanges avec collégiens de ESCR Sainte-Famille, La Roche sur Foron pour un exercice sur le thème : ""Un tsunami  dans le lac léman, mythe ou réalité?""";Kremer, Katrina;Genève, France;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;2A805C46-80DB-4E44-81AF-B48FD8740829
