DataSet_Abstract;DataSet_Author;DataSet_PersistentIdentifier_PID;DataSet_PublicationDate;DataSet_RepositoryLink;DataSet_RepositoryName;DataSet_Title;DataSetId;GrantNumber
"";"Hohmann, Ulrich; Hothorn, Michael";https://www.rcsb.org/structure/6G3W;2018-04-04T00:00:00Z;https://www.rcsb.org/structure/6G3W;Protein Data Bank;Crystal structure of the BIR3 - SERK2 complex from Arabidopsis thaliana.;BF40C2A7-2EFC-486A-8F0E-D1C4C417FCB2;176237
"";"Hohmann, Ulrich; Hothorn, Michael; Santiago, Julia";https://www.rcsb.org/structure/6FIF;2018-01-31T00:00:00Z;https://www.rcsb.org/structure/6FIF;Protein Data Bank;Crystal structure of the BRI1 Gly644-Asp (bri1-6) mutant from Arabidopsis thaliana.;CF9F076E-67A9-407D-8839-79CB4637645A;176237
Microphysics of the aqueous bulk counters rate acceleration of bromide oxidation by ozone at low temperatures.;"Ammann, Markus; Bartels-Rausch, Thorsten; Edebeli, Jacinta";10.1039/c8em00417j;2019-10-09T00:00:00Z;https://www.envidat.ch/#/;envidat.ch;Microphysics of the aqueous bulk counters the water activity driven rate acceleration of bromide oxidation by ozone from 289–245 K;27A4A299-171F-43E8-BC5A-C9F7DCE65DC2;155999
35 trace elements were measured in a 50 m segment of an ice core from upperGrenzgletscher, Switzerland covering the period 1980-1994. An inflow of meltwater disturbed the concentration records of selected trace elements in the period 1985-1989. Concentration values are given in monthly resolution.No data are available for the period 1982.42-1982.50 and 1991.25-1991.67.;Avak, Sven;noaa-icecore-27890;2019-10-10T00:00:00Z;https://www.ncdc.noaa.gov/paleo/study/27890;NOAA (National Oceanic and Atmospheric Administration) data center for paleoclimate;"Grenzgletscher, Swiss Alps, Ice Core Trace Element Concentration Data 1980-1994 ";5A492314-A940-452A-B7EB-CF03EE9C81C7;155999
"";Darwiche, Joëlle;13956;2020-12-08T00:00:00Z;https://forsbase.unil.ch/datasets/my-dataset-data-file-description-detail/17245/2198/10487/;FORSbase;Pre-post intervention outcome data;B90C90CE-685B-4D2C-A406-009A970AC450;159437
"";Kerzel, Dirk;10.17605/OSF.IO/CZK9U;;https://osf.io/czk9u/;Open Science Framework;Search mode, not search efficiency or the attentional window, determines the magnitude of attentional capture;728F3754-2652-4126-99E6-48F63FC87500;182146
"";Kerzel, Dirk;10.17605/OSF.IO/6JEAX;;https://osf.io/6jeax/;Open Science Framework;Direct evidence for the optimal tuning of attention;B54A2082-3DFC-4558-A84F-0CB3642B347A;182146
"";Kerzel, Dirk;10.17605/OSF.IO/8EYJH;;https://osf.io/8eyjh/;Open Science Framework;Biased competition between targets and distractors reduces attentional suppression: Evidence from the Ppc and PD;00282E5B-2D2A-4319-AE60-379DC7A774F5;182146
"";"Akchiche, Nassila; Alpern, Daniel; Caprara, Christian; Deplancke, Bart; Dong, Hua; Russeil, Julie; Schlaudraff, Kai-Uwe; Schwalie, Petra C.; Soldati, Gianni; Sun, Wenfei; Wolfrum, Christian; Zachara, Magda";E-MTAB-5785;2018-07-20T00:00:00Z;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5785/;Array Express;A stromal cell population that inhibits adipogenesis in mammalian fat depots;28424FA2-C8BA-400F-A5FF-0188FE1F6387;162735
"";"Leicht, Katja; Seppälä, Katri; Seppälä, Otto";https://doi.org/10.5061/dryad.30893;;https://datadryad.org/;dryad;Data from: Potential for adaptation to climate change: family-level variation in fitness-related traits and their responses to heat waves in a snail population;8CF04FDE-21B3-418C-A19F-034A485E4628;140876
"";"Behrmann-Godel, Jasminca; Langeloh, Laura; Seppälä, Otto";https://doi.org/10.5061/dryad.g743c;;https://datadryad.org/;dryad;Data from: Natural selection on immune defense: a field experiment;F0737DB4-9E34-4D0E-9D4B-A2C4BF4A7999;140876
CT Scans from 50 Sheep skulls;Ackermanns, Nicole;000356020;2021-04-13T00:00:00Z;https://www.morphosource.org/projects/000356020?locale=en;Morphosource;Ackermans et al.: Sheep skull CT collection;A0491308-1A4C-42EA-A0B1-498CC0CF3257;163300
"Stable isotope ratios from tree rings are important proxies of past climate variations. We have access to a calendar-dated wood material from wood collected at glacier forefields and peat bog sites located in the Alps. They are of two species, larch (Larix decidua) and cembran pine (Pinus cembra). All the wood samples were collected at high altitudes in the Swiss and Tyrol Alps, they cover the whole Holocene period and belong to the Eastern Alpine Conifer Chronology Dataset (Nicolussi et al., 2009; doi:10.1177/0959683609336565). We analysed the δ13C, δ18O and δ2H isotope ratios of alpha cellulose obtained from blocks of 5 annual rings from 203 trees. Cellulose was extracted following the modified Jayme-Wise method (Boettger et al., 2007; doi:10.1021/ac0700023). The isotopes values were determined using conventional Isotope Ratio Mass Spectrometry (Isoprime 100) coupled to a pyrolysis unit (HEKAtech GmbH, Germany), which is similar to the previously used TC/EA (for technical details see (Leuenberger 2007). This approach was extended to measurements of non-exchangeable hydrogen of alpha-cellulose using the on-line equilibration method (Filot et al., 2006 (doi:10.1002/rcm.2743); Loader et al., 2015(doi:10.1021/ac502557x)). The results are reported in per mil (‰) relative to the Vienna Pee Dee Belemnite (VPDB) for carbon and to Vienna Standard Mean Ocean Water (VSMOW) for hydrogen and oxygen (Coplen 1994; doi:10.1351/pac199466020273). For all the δ13C values after 1000 CE we applied the factor described in Leuenberger (2007; doi:10.1016/S1936-7961(07)01014-7) to correct for the δ13C depletion of CO2 caused by the Industrial Revolution from about 1850 onwards (Leuenberger, 2007).";"Arosio, Tito; Leuenberger, Markus; Nicolussi, Kurt; Nyfeler, Peter; Österreicher, Andreas; Schlüchter, Christian; Thurner, Andrea; Ziehmer, Malim";https://doi.pangaea.de/10.1594/PANGAEA.941604 ((dataset in review));2022-03-30T00:00:00Z;https://doi.pangaea.de/10.1594/PANGAEA.941604;PANGAEA;Alpine Holocene Triple Tree Ring Isotope Record;A00FD6A2-2270-46BD-9ACE-44BFE31A9AFE;172550
Detailed temperature dependence of RIXS spectra of Bi2212 cuprates at various dopings;"Asmara, Teguh Citra; Bachar, Nimrod; Barantani, Francesco; Berthod, Christophe; Carbone, Fabrizio; Devereaux, Thomas; Giannini, Enrico; Gu, Genda; Hu, Yi; Kapon, Itzik; Madan, Ivan; Paris, Eugenio; Schitt, Thorsten; Tran, Michael; Tseng, Yi; van der Marel, Dirk; Zhang, Wenliang";10.26037/yareta:e6a76wuxsfa3vpcluyei5k2kru;2022-05-23T00:00:00Z;https://doi.org/10.26037/yareta:e6a76wuxsfa3vpcluyei5k2kru;Yareta;Open Data corresponding to the publication “Resonant Inelastic X-ray Scattering Study of Electron-Exciton Coupling in High-Tc Cuprates”;B73BD03D-68DC-4BFB-AAAF-1075CD304F77;179157
Open data to the publication “Pressure-induced structural transitions triggering dimensional crossover in lithium purple bronze Li0:9Mo6O17”;"Akrap, Ana; Allen, James; Besnard, Céline; Greenblatt, Martha; Lerch, Philippe; Levallois, Julien; Schouwink, Pascal; Teyssier, Jérémie; Tran, Michael; van der Marel, Dirk";DOI:10.26037/yareta:oz4jlopcwnen5ndnsfpojaqjqa;2021-05-28T00:00:00Z;https://yareta.unige.ch/#/home/detail/12b05553-51b5-4833-a590-801bf3352db5;Yareta;Infrared spectroscopy, Raman spectroscopy and x-ray diffraction of lithium purple bronze Li0.9Mo6O17 for pressure between 0 and 15 GPa;2A2E50AF-05AE-4793-9387-A3B427FADBB3;179157
"";"Görg, Frederik; Minguzzi, Joaquín; Sajnani, Manish; Sandholzer, Kilian; Viebahn, Konrad; Walter, Anne-Sophie";10.3929/ethz-b-000479100;;https://www.research-collection.ethz.ch/handle/20.500.11850/479100?show=full;Research Collection;"Dataset for the article ""Suppressing Dissipation in a Floquet-Hubbard System""";0424CE39-C6E3-4B13-9E02-4736BD613A4C;182650
"";"Desbuquois, Rémi; Eckstein, Martin; Esslinger, Tilman; Görg, Frederik; Messer, Michael; Minguzzi, Joaquín; Murakami , Yuta; Sandholzer, Kilian; Werner, Philipp";10.3929/ethz-b-000431819;;https://www.research-collection.ethz.ch/handle/20.500.11850/431819?show=full;Research Collection;"Dataset for the Article ""Quantum Simulation Meets Nonequilibrium Dynamical Mean-Field Theory: Exploring the Periodically Driven, Strongly Correlated Fermi-Hubbard Model""";37A39F4F-A721-4395-84FB-38109EE879E1;182650
"";"Baumgärtner, Alexander; Donner, Tobias; Dreon, Davide; Esslinger, Tilman; Hertlein, Simon; Li, Xiangliang";10.3929/ethz-b-000547966;;https://www.research-collection.ethz.ch/handle/20.500.11850/547966?show=full;Research Collection;Self-oscillating pump in a topological dissipative atom-cavity system;0CE60A0F-A39D-4CA4-829B-0345385A31C1;182650
"";"Brantut, Jean-Philippe; Corman, Laura; Esslinger, Tilman; Goldman , Nathan; Häusler, Samuel; Lebrat, Martin; Price, Hannah; Salerno, Grazia";10.3929/ethz-b-000431976;;https://www.research-collection.ethz.ch/handle/20.500.11850/431976?show=full;Research Collection;"Dataset for Article ""Quantized Hall Conductance of a Single Atomic Wire: A Proposal Based on Synthetic Dimensions""";8952B093-CD07-426B-856C-9F6AC1FAF2AD;182650
This data repository contains radar data from 77 snow avalanches recorded using the GEODAR (GEOphysical flow dynamics using pulsed Doppler radAR) system at the Swiss full-scale avalanche testsite Vallée de la Sionne. GEODAR is a purpose built, advanced phased-array FMCW system.The data contain range-time plots of intensities gained from moving target identification (MTI) processing (-MTI.h5), an PDF preview image (-MTI.pdf), the trajectory of the front in range and time (-TRAJ-001.h5), the corresponding Thalweg as steepest descent from release area (-Thal-001.h5) and a processing info file in Matlab format (-info.mat).This document covers details about the different versions of the radar setup and raw data processing steps as well as a description of the repository content (see file geodar_repository.pdf).;"Ash, M.; Brennan, P.V.; Köhler , A.; McElwaine, J.N.; Sovilla, B.";10.5281/zenodo.1042108;2017-12-05T00:00:00Z;https://zenodo.org/record/1042108;zenodo;GEODAR data of snow avalanches at Vallée de la Sionne: Seasons 2010/2011, 2011/2012, 2012/2013 & 2014/2015 [Data set].;F6500049-4E14-47B1-9C00-37E67F9BE03B;143435
"We present data from the Lake Afdera (13.26N; 40.90E) and its surrounding. Equipped with a small inflatable boat and an echosounder (Humminbird, 899ci hd si system), we surveyed the lake to obtain its first complete bathymetric map. We further investigated the fault pattern around the lake to interpret the lineaments observed in the bathymetry.";Schaegis, Jean-Charles;https://doi.org/10.1594/PANGAEA.935008;2021-02-19T00:00:00Z;https://doi.pangaea.de/10.1594/PANGAEA.935008;PANGAEA;Bathymetric and structural data of Lake Afdera and surroundings, Afar, Ethiopia;54C8E5B4-8D26-41EF-94E6-CA5B0499EBF5;163114
"";Ihle, Stephan J.;https://downloads.lbb.ethz.ch/;;https://downloads.lbb.ethz.ch/;LBB-ETH Zurich;UDCT;013182FF-214A-448B-87CC-C55CF9DF2833;182779
The contextual appropriateness collection consists of 1,969 pairs of trip descriptors and venue categories as features. In order to enable researchers to train their models using the contextual appropriateness of venues, we created another collection providing ground truth assessments for the contextual appropriateness of the venue categories. It completes the contextual information (i.e., trip type, group type, trip duration) for 10% of the whole TREC collection. This collection contains 760 rows including the features we already created using crowdsourcing and the context-appropriateness labels for venues. The 10% of labeled data allows to model the venues’ contextual appropriateness given the users’ context and to make prediction for the remaining 90% of the data. Below, you can see a histogram of venue-context appropriateness score ranges. We partition the histogram into 3 parts based on the scores range. Scores below −0.4 represent inappropriateness and score higher than +0.4 represent appropriateness. Scores between −0.4 and +0.4 do not provide much information and show no agreement among assessors (subjective task).;"Aliannejadi, Mohammad; Crestani, Fabio; Mele, Ida";10.1145/3077136.3080752;2017-08-07T00:00:00Z;https://github.com/aliannejadi/contextual-appropriateness;contextual-appropriateness;TREC-CS Appropriateness;34F45092-5E30-44A1-A954-CD8DD6B7313B;156864
Les mesures spectroscopiques et de vitesses radiales obtenues avec le spectrographe HARPS dans le cadre des programmes de suivi des candidats exoplanètes en transit (SWASP, NGTS, K2, TESS) sont accessibles via la plateforme DACE et sur l'archive ESO.;Bouchy, François;HARPS;2019-05-07T00:00:00Z;http://archive.eso.org/cms/data-portal.html;Archive ESO;Données spectroscopiques HARPS;8BCACEDE-5571-4034-8073-CB75677D1BD0;169688
Les données photométrique du grand relevé NGTS sont disponibles sur l'archive ESO.;Bouchy, François;NGTS;2019-05-07T00:00:00Z;http://archive.eso.org/scienceportal/home?data_collection=NGTS&publ_date=2018-11-19;ESO NGTS;"Données photométriques NGTS ";92BA6238-4BA2-49AA-BC2B-FF0864D49900;169688
The authors would highly appreciate being contacted if the data is used for any purpose.We measured sulfuric acid concentration in the gas phase with a nitrate chemical ionization mass spectrometer (we used an APi-HTOF mass spectrometer produced by Tofwerk AG coupled with a Chemical ionization inlet A70 produced by Airmodus). Sulfuric acid is detected in the mass spectrometer either as a deprotonated ion or as a cluster with the reagent ion (NO3-). The concentration is calculated as the area of these two peaks normalized to the concentration of the reagent ions (monomer, dimer and trimer) and multiplied by a calibration factor that was experimentally derived at Paul Scherrer Institute in the summer 2017, after the campaign. In the atmosphere, sulfuric acid is produced by the oxidation of sulfur dioxide that could have both a natural or anthropogenic origin (e.g. phytoplankton emission or fossil fuel combustion). Sulfuric acid in the atmosphere is responsible for a very large fraction of the newly formed particles, therefore it is important to have accurate measurements of this vapour in remote places like the Southern Ocean to better understand secondary aerosol sources and processes.The data have been cleaned from the influence of the exhaust of the research vessel. Temporal coverage is from January 22, 2017 to March 19, 2017. There are no data for the first leg of the expedition because the instrument was not on the ship. The instrument was operated during leg 4 but data has not been processed yet as they require additional work due to some instrumental issues that affects their quality. Data were collected with one-second time resolution but integrated to five minutes to increase the signal to noise ratio.Concentrations are reported as molecules per cubic centimeter. The lower limit of detection is in the ppq (part per quadrillion) range but was not determined exactly as it varies with the integration time and background noise.;"Baccarini, Andrea; Dommen, Josef; Gysel-Beer, Martin; Hartmann, Markus; Henning, Silvia; Lehtipalo, Katrianne; Schmale, Julia; Tummon, Fiona; Welti, André";10.5281/zenodo.3265832;2019-08-07T00:00:00Z;https://zenodo.org/record/3265832#.XvWXp9XKFhE;Zenodo;Concentration of gaseous sulfuric acid measured over the Southern Ocean in the austral summer of 2016/2017, during the Antarctic Circumnavigation Expedition (ACE);64CDAF1A-267B-44C5-A908-7516CA45B752;169090
"";"Baccarini, Andrea; Schmale, Julia";10.17043/ao2018-aerosol-smps;2020-08-01T00:00:00Z;https://doi.org/10.17043/ao2018-aerosol-smps;Bolin Centre Database;Size distribution of interstitial and total particles between 18 and 660 nm collected during the Arctic Ocean 2018 expedition.;B5E1CBCA-23F1-4883-93B5-CD530FA4F87A;169090
"";"Argrow, Brian; Borenstein, Steve; Calmer, Radiance; Cassano, John; de Boer, Gijs; doddi, Abhiram; Hamilton, Jonathan; Jozef, Gina; Lawrence, Dale; Preusser, Andreas; Schmale, Julia";https://arcticdata.io/catalog/view/doi:10.18739/A2Z31NQ11;;https://arcticdata.io/catalog/view/doi:10.18739/A2Z31NQ11;Arctic Data Center;DataHawk2 Uncrewed Aircraft System data from the Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) campaign, raw data;C1CFEE58-316F-4EB0-A0D7-CA12064C28B0;188478
"";"Beck, Ivo; Jokinen, Tuija; Lauril, Tiia; Quéléver, Lauriane; Schmale, Julia";10.1594/PANGAEA.941873;;https://doi.pangaea.de/10.1594/PANGAEA.941873;PANGAEA;Continuous raw particle number concentration data in 10 sec resolution, measured in the Swiss aerosol container during MOSAiC 2019/2020;F1D8D2CC-6D74-4371-B5CB-7D544769D91E;188478
"";"Oberauer, Klaus; Souza, Alessandra";10.17605/OSF.IO/72W9A;;https://osf.io/72w9a/;Open Science Framework;Data_&_Materials: Promoting visual long-term memories: When do we learn from repetitions of visuospatial arrays?;A42E7D16-19F1-435F-B400-76CC70B8C5DA;169302
The present 3D Dataset contains the 3D models analyzed in Mennecart B., M´ etais G., Costeur L., Ginsburg L,and R¨ossner G. submitted Reassessment of the Miocene genus Amphimoschus Bourgeois, 1873 (Mammalia,Artiodactyla, Ruminantia, Pecora). PlosOne.;"Costeur, Loïc; Mennecart, Bastien; Métais, Grégoire; Rössner, Gertrud; Tissier, Jérémy";https://doi.org/10.18563/journal.m3.131;2020-09-30T00:00:00Z;https://doi.org/10.18563/journal.m3.131;MorphoMuseuM;3D models related to the publication: Reassessment of the Miocene genus Amphimoschus Bourgeois, 1873 (Mammalia, Artiodactyla, Ruminantia, Pecora);6ED3CF91-4A93-4609-8D34-7B80508FED55;178853
"";Gademann, Karl;SAMN10998537;;https://www.ncbi.nlm.nih.gov/biosample/SAMN10998537;NIH BioSample;Microbe sample from Microcystis aeruginosa EAWAG127a;5844F535-6C92-47FF-A9BA-7A05F3C25456;182043
AbstractAn entry from the Cambridge Structural Database, the worlds repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.;"Anthony, Linden; Chesnokov, Gleb; Gademann, Karl; Hoff, Lukas V.";10.5517/CCDC.CSD.CC2BQ3PW;;https://www.ccdc.cam.ac.uk/structures/search?id=doi:10.5517/ccdc.csd.cc2bq3pw&sid=DataCite;CCDC;CCDC 2166208: Experimental Crystal Structure Determination;41E0E9B4-C778-489F-B30F-D0A9E4B323A5;182043
"";Wedekind, Claus;"https://doi.org/10.5061/dryad.s4mw6m936 ";;https://datadryad.org/stash/dataset/doi:10.5061/dryad.s4mw6m936;Dryad;Embryo survival in the oviduct not significantly influenced by major histocompatibility complex social signaling in the horse;37F37235-91A0-432B-8B3C-7A21C4BDA2E1;159579
Gaining knowledge of how ecosystems provide essential services to humans is of primary importance, especially with the current threat of climate change. Yet, little is known about how increased temperature will impact the biodiversity-ecosystem functioning (BEF) relationship. We tackled this subject theoretically and experimentally. We developed a BEF theory based on mechanistic population dynamic models, which allows the inclusion of the effect of temperature. Using experimentally established relationships between attack rate and temperature, the model predicts that temperature increase will intensify competition and consequently the BEF relationship will flatten or even become negative. We conducted a laboratory experiment with natural microbial microcosms and the results were in agreement with the model predictions. The experimental results also revealed that an increase of both temperature average and variation had a more intense effect than an increase of temperature average alone. Our results indicate that, under climate change, high diversity may not guarantee high ecosystem functioning.;Parain, Elodie;10.5061/dryad.hk1h26n;2018-10-03T00:00:00Z;https://datadryad.org/stash/dataset/doi:10.5061/dryad.hk1h26n;Dryad;Data from: Increased temperature disrupts the biodiversity-ecosystem functioning relationship;7A2C0368-8FB2-442C-9434-0606E509E4ED;165800
"";"He, Lichun; Hiller, Sebastian";doi:10.13018/BMR26915;;http://www.bmrb.wisc.edu/data_library/summary/index.php?bmrbId=26915;Biological Magnetic Resonance Data Bank (BMRB);Backbone Chemical Shift of Spy (Spheroplast protein Y);25BE9980-B6C3-4A94-9B75-070F21D50967;166426
"";Gitlina, Anastasia;https://zenodo.org/record/7002606#.Y_SaSXYo8Q-;;https://zenodo.org/record/7002606#.Y_SaSXYo8Q-;Zenodo;"Dataset for journal article: ""Acid-base-induced fac -> mer isomerization of luminescent iridium(III) complexes""";9883FA99-CF44-4F96-A10C-02BB9E845273;181974
"";Sudan, Sylvain;10.5281/zenodo.7669655;;https://zenodo.org/record/7669655#.Y_dr2HYo8Q8;Zenodo;"Data for article: ""Synthetic Receptors with Micromolar Affinity for Chloride in Water""";B326F136-5930-4CEF-8924-37BF4D1926B0;181974
"";Giraldi, Erica;https://zenodo.org/record/5139398#.Y_Sb9XYo8Q8;;https://zenodo.org/record/5139398#.Y_Sb9XYo8Q8;Zenodo;Boronate Ester-Capped Helicates;B6B3F0F1-A6B4-458E-A733-490AD97BDFFA;181974
Data set corresponding to the study published in Review of Scientific Instruments 94, 013905 (2023);"Guipet, Antoine; Martinez-Castro, Jose; Pasquier, vincent; Renner, Christoph; Scarfato, Alessandro";10.26037/yareta:l7rgbesfffacfdyeamggm6snva;2022-05-19T00:00:00Z;https://yareta.unige.ch/;Yareta;Tunable biaxial strain device for low dimensional materials;4F9185B7-193F-454F-84AD-37CBD50A8FF1;182652
Data set corresponding to the study published in Nature Communications 12, 6037 (2021);"Barreteau, Céline; Flicker, Felix; Giannini, Enrico; Jasper, van Wezel; Pásztor, Árpád; Renner, Christoph; Scarfato, Alessandro; Spera, Marcello";10.26037/yareta:en553fvpkrdorgqtssxegl4tyi;2021-05-08T00:00:00Z;https://doi.org/10.26037/yareta:en553fvpkrdorgqtssxegl4tyi;Yareta;"Multiband charge density wave exposed in a transition metal dichalcogenide ";D435C2CA-D672-4C63-8521-09B9D33D36EC;182652
"";Nates, Isuma;10.3929/ethz-b-000452421;2022-05-02T00:00:00Z;https://www.research-collection.ethz.ch/handle/20.500.11850/452421;ETH Research Collection;Shear induced fluid flow path evolution in rough-wall fractures: The first velocity field quantification with PIV;FBDFADCB-E38C-4643-878D-089C2A50F942;172760
"";"Brunken, Christoph; Csizi, Katja-Sophia";https://doi.org/10.5281/zenodo.5782876;2021-12-15T00:00:00Z;https://doi.org/10.3929/ethz-b-000520725;ETHZ research collection;qcscine/swoose: Release 1.0.0;F6DAE23D-861F-4CC9-B376-0F7FF938B2E9;172950
The Linguistics Section of the Institut für spanische Sprache und Literatur is setting up a website to make the data collected in the framework of projects available. We hope to have this page by the end of 2019.;García Agüero, Alba Nalleli;Mexican_Schoolboks;;https://www.dropbox.com/sh/4u18x42el9e256t/AADA4bOxLpHs45TSc7ynuztxa?dl=0;Dropbox;Conceptualising Mexican Identity in Schollbooks and Narratives: A Critical Socio-Cognitive Approach;175F87E6-ABB9-44DB-9E15-0BFA2A234265;162892
The TPPT database is a multi-purpose, freely available database providing information on 844 poisonous plants and 1586 of their phytotoxins in Switzerland and Central Europe. We combined biological information on the plants, their spatial distribution, and their human and animal toxicities, together with chemical information including identification information, molecular structure, as well as in-silico predicted physicochemical properties, and human and aquatic toxicities. The included information facilitates phytotoxin risk assessments or environmental monitoring programs.;Günthardt, Barbara;https://www.agroscope.admin.ch/agroscope/en/home/publications/apps/tppt.html;2018-06-26T00:00:00Z;https://www.agroscope.admin.ch/agroscope/en/home/publications/apps/tppt.html;Toxic Plants – Phytotoxin (TPPT) Database;Toxic Plants – Phytotoxin (TPPT) Database;07536538-B61F-4DAC-8298-0EBBD775C62F;162513
"";"Cidre-Aranaz, Florencia; Grünewald, Thomas; Orth, Martin";GSE165929;2022-01-11T00:00:00Z;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165929;Gene Expression Omnibus;Gene expression of two Ewing sarcoma cell lines (SK-N-MC, TC-71), transfected with inducible re-expression of TCF7L1 or Empty control;810AC1A5-5E98-44B5-B911-3D9FF340ADAE;179167
Antibody FAB fragment targeting Gi protein heterotrimer;"Dawson, R.J.P.; Deupi, X.; Maeda, S.; Muehle, J.; Pamula , F.; Schertler, Gebhard; Tsai, C.J.";10.2210/pdb6QNK/pdb;2019-07-10T00:00:00Z;https://www.rcsb.org/structure/6QNK;Protein Data Bank archive (PDB);6QNK;4DCF4CB6-EEAC-4B8E-8818-3D969B940C2F;173335
Femtosecond to millisecond structural changes in a light-driven sodium pump: 1ns+16ns structure of KR2 with extrapolated, light and dark datasets;"Benoit, R.M.; Brünle, S.; Cirelli, C.; Deupi, X.; Dworkowski, F.; Ehrenberg, D.; Furrer, A.; Gashi, D.; Gruhl, T.; Heberle, J.; James, D.; Johnson, P.J.M.; Kar, R.K.; Kekilli, D.; Knopp, G.; Martiel, I.; Milne, C.; Mous, S.; Nass, K.; Nogly, P.; Ozerov, D.; Panneels, V.; Schertler, Gebhard; Shapiro, I.; Skopintsev, P.; Standfuss, J.; Weinert, T.; Wranik, M.";10.2210/pdb6TK4/pdb;2020-05-27T00:00:00Z;https://www.rcsb.org/structure/6TK4;Protein Data Bank archive (PDB);6TK4;FB6CCE62-9EFC-4CB2-B221-06E91500210D;173335
The dataset contains the soil wetness monitoring data from the publication Wicki et al. (2023). It was collected in Wasen i.E. (Napf area, Switzerland).The monitoring data is quality-controlled and aggregated to hourly values and it is provided for the study period 2019-04-05 to 2022-04-30.The following information is contained (by column):    Timestamp (UTC+1 time zone)    Site: Slope (47.02486 N, 7.81960 E), Flat (47.02302 N, 7.81760 E)    Sensor type    Measure: VWC = volumetric water content [m3 m-3], MP = matric potential [hPa], TEMP = temperature [°C], PREC = precipitation [mm]    Sensor number (per site each sensor is provided a unique identifier)    Installation depth [m]    Homogenization flag: If the data is considered homogeneous, it is given the flag 1, else the flag 0 is given    Sensor value    Normalized value: Normalization was conducted for VWC (saturation) and MP values;Wicki, Adrian;https://www.doi.org/10.16904/envidat.369;2023-01-21T00:00:00Z;https://www.envidat.ch/#/metadata/napf-soil-wetness-monitoring-data;envidat.ch;Napf soil wetness monitoring data;0D298574-41F3-4A26-9C44-37E06D5A2620;175785
"";"Ebrahimi, Touradj; Lazzarotto, Davi; Testolina, Michela";https://www.epfl.ch/labs/mmspg/downloads/sr-pcd/;2022-09-05T00:00:00Z;https://www.epfl.ch/labs/mmspg/downloads/sr-pcd/;SR-PCD: Spatial Rendering Point Cloud Dataset;SR-PCD: Spatial Rendering Point Cloud Dataset;ACBF4C3B-CF98-49C5-8C22-9E258D96B38F;178854
"";"Ascenso, João; Ebrahimi, Touradj; Pereira, Fernando; Testolina, Michela; Upenik, Evgeniy";https://www.epfl.ch/labs/mmspg/downloads/jpeg-ai-subjective-dataset/;;https://www.epfl.ch/labs/mmspg/downloads/jpeg-ai-subjective-dataset/;JPEG AI Subjective Dataset;JPEG AI Subjective Dataset;3ECFAF5D-3411-4C7F-83B2-A27E1017642D;178854
"";Bodt, Tim;http://doi.org/10.5281/zenodo.1116328;2017-12-14T00:00:00Z;http://doi.org/10.5281/zenodo.1116328;Zenodo;On-site Jomo Propitiation in Chug valley: overview file;1647625A-039F-47D6-B368-A129594181BE;138331
"";Bodt, Tim;http://doi.org/10.5281/zenodo.1116298;2017-12-14T00:00:00Z;http://doi.org/10.5281/zenodo.1116298;Zenodo;Bangru Language Data: overview file;FDDDA3AE-2B5B-4F15-862E-01CF97A11AB5;138331
"";Bodt, Tim;http://doi.org/10.5281/zenodo.1117219;2017-12-16T00:00:00Z;http://doi.org/10.5281/zenodo.1117219;Zenodo;Menchukha valley - Overview;A5A92AB1-53D9-4776-A846-010D2EC40F8A;138331
"";Bodt, Tim;http://doi.org/10.5281/zenodo.1116342;2017-12-14T00:00:00Z;http://doi.org/10.5281/zenodo.1116342;Zenodo;Lubrang Brokpa Lexicon - overview file.;0666A467-8FFC-49EF-AA7D-0036F39421BA;138331
